#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.327894    0.024720872      17.327894    0.024720872      17.327894    0.024720872
            0.2      17.128117    0.024575673      17.128117    0.024575673      17.128117    0.024575673
            0.4      16.984446    0.024486994      16.984446    0.024486994      16.984446    0.024486994
            0.6      16.885944    0.024447409      16.885944    0.024447409      16.885944    0.024447409
            0.8      16.994872    0.024536633      16.994872    0.024536633      16.994872    0.024536633
              1      17.372431    0.024833859      17.372431    0.024833859      17.372431    0.024833859
            1.2      18.032111    0.025311325      18.032111    0.025311325      18.032111    0.025311325
            1.4      19.071043    0.026056435      19.071043    0.026056435      19.071043    0.026056435
            1.6      20.512822    0.027039551      20.512822    0.027039551      20.512822    0.027039551
            1.8      22.507587    0.028320513      22.507587    0.028320513      22.507587    0.028320513
              2      25.092896     0.02991336      25.092896     0.02991336      25.092896     0.02991336
            2.2      28.593623    0.031886205      28.593623    0.031886205      28.593623    0.031886205
            2.4      32.990506    0.034169829      32.990506    0.034169829      32.990506    0.034169829
            2.6      38.530057    0.036809721      38.530057    0.036809721      38.530057    0.036809721
            2.8       44.49327    0.039449136       44.49327    0.039449136       44.49327    0.039449136
              3      34.196799    0.035172292      34.196799    0.035172292      34.196799    0.035172292
            3.2      34.196799    0.035172292      34.196799    0.035172292      34.196799    0.035172292
