#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.54659962   0.0049943044     0.54659962   0.0049943044     0.54659962   0.0049943044
           -3.8     0.70303548   0.0055294131     0.70303548   0.0055294131     0.70303548   0.0055294131
           -3.6     0.88537963   0.0061306075     0.88537963   0.0061306075     0.88537963   0.0061306075
           -3.4      1.1560598   0.0068924609      1.1560598   0.0068924609      1.1560598   0.0068924609
           -3.2      1.5081691   0.0078050296      1.5081691   0.0078050296      1.5081691   0.0078050296
             -3      1.9454425   0.0087831399      1.9454425   0.0087831399      1.9454425   0.0087831399
           -2.8      2.5399113   0.0099601965      2.5399113   0.0099601965      2.5399113   0.0099601965
           -2.6      3.3310383    0.011322912      3.3310383    0.011322912      3.3310383    0.011322912
           -2.4      4.3141193    0.012807174      4.3141193    0.012807174      4.3141193    0.012807174
           -2.2       5.564123    0.014463859       5.564123    0.014463859       5.564123    0.014463859
             -2      7.1444085    0.016301271      7.1444085    0.016301271      7.1444085    0.016301271
           -1.8      8.9734595    0.018176877      8.9734595    0.018176877      8.9734595    0.018176877
           -1.6      11.092379    0.020125166      11.092379    0.020125166      11.092379    0.020125166
           -1.4      13.468732    0.022091145      13.468732    0.022091145      13.468732    0.022091145
           -1.2      15.998916    0.023980109      15.998916    0.023980109      15.998916    0.023980109
             -1      18.553799    0.025728515      18.553799    0.025728515      18.553799    0.025728515
           -0.8      20.939763    0.027252017      20.939763    0.027252017      20.939763    0.027252017
           -0.6       23.04252    0.028532976       23.04252    0.028532976       23.04252    0.028532976
           -0.4      24.459102    0.029380013      24.459102    0.029380013      24.459102    0.029380013
           -0.2      25.268502    0.029859872      25.268502    0.029859872      25.268502    0.029859872
              0      25.260461    0.029865253      25.260461    0.029865253      25.260461    0.029865253
            0.2      24.549538    0.029421359      24.549538    0.029421359      24.549538    0.029421359
            0.4      23.022531    0.028522398      23.022531    0.028522398      23.022531    0.028522398
            0.6      20.964647    0.027272112      20.964647    0.027272112      20.964647    0.027272112
            0.8      18.550069    0.025724583      18.550069    0.025724583      18.550069    0.025724583
              1      16.032572     0.02399403      16.032572     0.02399403      16.032572     0.02399403
            1.2      13.430271    0.022046964      13.430271    0.022046964      13.430271    0.022046964
            1.4      11.090833    0.020124301      11.090833    0.020124301      11.090833    0.020124301
            1.6      8.9567545    0.018158297      8.9567545    0.018158297      8.9567545    0.018158297
            1.8      7.1001689    0.016256291      7.1001689    0.016256291      7.1001689    0.016256291
              2      5.5772418    0.014473526      5.5772418    0.014473526      5.5772418    0.014473526
            2.2      4.3112157    0.012813289      4.3112157    0.012813289      4.3112157    0.012813289
            2.4      3.3335119    0.011339013      3.3335119    0.011339013      3.3335119    0.011339013
            2.6      2.5638099    0.010002039      2.5638099    0.010002039      2.5638099    0.010002039
            2.8       1.950089    0.008779153       1.950089    0.008779153       1.950089    0.008779153
              3      1.4894379   0.0077466917      1.4894379   0.0077466917      1.4894379   0.0077466917
            3.2      1.1519486   0.0068952716      1.1519486   0.0068952716      1.1519486   0.0068952716
            3.4     0.90181006   0.0061618944     0.90181006   0.0061618944     0.90181006   0.0061618944
            3.6     0.70151434   0.0055442157     0.70151434   0.0055442157     0.70151434   0.0055442157
            3.8     0.54452402     0.00498365     0.54452402     0.00498365     0.54452402     0.00498365
              4     0.54452402     0.00498365     0.54452402     0.00498365     0.54452402     0.00498365
