# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      109.76719    0.055750125      109.76719    0.055750125      109.76719    0.055750125
            3.2      118.67095    0.057275876      118.67095    0.057275876      118.67095    0.057275876
            3.4      59.578191    0.044097573      59.578191    0.044097573      59.578191    0.044097573
            3.6      34.203321    0.034431982      34.203321    0.034431982      34.203321    0.034431982
            3.8       20.61128    0.027131417       20.61128    0.027131417       20.61128    0.027131417
              4       12.99623    0.021736518       12.99623    0.021736518       12.99623    0.021736518
            4.2       8.560567    0.017737223       8.560567    0.017737223       8.560567    0.017737223
            4.4      5.8458388    0.014739701      5.8458388    0.014739701      5.8458388    0.014739701
            4.6      4.1035882    0.012392672      4.1035882    0.012392672      4.1035882    0.012392672
            4.8      2.9717649    0.010568942      2.9717649    0.010568942      2.9717649    0.010568942
              5      2.9717649    0.010568942      2.9717649    0.010568942      2.9717649    0.010568942
