# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      235.06545     0.06402517      235.06545     0.06402517      235.06545     0.06402517
            3.2      122.77072    0.057725118      122.77072    0.057725118      122.77072    0.057725118
            3.4      21.750723    0.027954008      21.750723    0.027954008      21.750723    0.027954008
            3.6      5.1817592    0.013901533      5.1817592    0.013901533      5.1817592    0.013901533
            3.8      1.3856519   0.0071936267      1.3856519   0.0071936267      1.3856519   0.0071936267
              4     0.39545121   0.0038318075     0.39545121   0.0038318075     0.39545121   0.0038318075
            4.2      0.1146314   0.0020552656      0.1146314   0.0020552656      0.1146314   0.0020552656
            4.4    0.034837355   0.0011268685    0.034837355   0.0011268685    0.034837355   0.0011268685
            4.6    0.010675132  0.00062647998    0.010675132  0.00062647998    0.010675132  0.00062647998
            4.8   0.0030957881   0.0003394276   0.0030957881   0.0003394276   0.0030957881   0.0003394276
              5   0.0030957881   0.0003394276   0.0030957881   0.0003394276   0.0030957881   0.0003394276
