#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.26594903   0.0044368805     0.26594903   0.0044368805     0.26594903   0.0044368805
           -3.8      0.4057773   0.0052597568      0.4057773   0.0052597568      0.4057773   0.0052597568
           -3.6     0.63232595   0.0062775864     0.63232595   0.0062775864     0.63232595   0.0062775864
           -3.4     0.98255811   0.0074418223     0.98255811   0.0074418223     0.98255811   0.0074418223
           -3.2      1.4778195   0.0087244921      1.4778195   0.0087244921      1.4778195   0.0087244921
             -3      2.2286651    0.010252119      2.2286651    0.010252119      2.2286651    0.010252119
           -2.8       3.217967    0.011898997       3.217967    0.011898997       3.217967    0.011898997
           -2.6      4.5052304    0.013674061      4.5052304    0.013674061      4.5052304    0.013674061
           -2.4      6.1200224    0.015598635      6.1200224    0.015598635      6.1200224    0.015598635
           -2.2      7.9863895    0.017516372      7.9863895    0.017516372      7.9863895    0.017516372
             -2      10.000373    0.019339618      10.000373    0.019339618      10.000373    0.019339618
           -1.8       12.09963    0.021030397       12.09963    0.021030397       12.09963    0.021030397
           -1.6      14.127447     0.02253872      14.127447     0.02253872      14.127447     0.02253872
           -1.4      15.876408    0.023729554      15.876408    0.023729554      15.876408    0.023729554
           -1.2      17.303594    0.024663081      17.303594    0.024663081      17.303594    0.024663081
             -1      18.376736    0.025314496      18.376736    0.025314496      18.376736    0.025314496
           -0.8      18.970612    0.025664529      18.970612    0.025664529      18.970612    0.025664529
           -0.6      19.388125    0.025906062      19.388125    0.025906062      19.388125    0.025906062
           -0.4      19.489671    0.025948111      19.489671    0.025948111      19.489671    0.025948111
           -0.2      19.482407    0.025939422      19.482407    0.025939422      19.482407    0.025939422
              0      19.507998    0.025956572      19.507998    0.025956572      19.507998    0.025956572
            0.2      19.486452    0.025952056      19.486452    0.025952056      19.486452    0.025952056
            0.4      19.297943    0.025848115      19.297943    0.025848115      19.297943    0.025848115
            0.6      18.990677    0.025677276      18.990677    0.025677276      18.990677    0.025677276
            0.8       18.31229    0.025276286       18.31229    0.025276286       18.31229    0.025276286
              1      17.288908    0.024650162      17.288908    0.024650162      17.288908    0.024650162
            1.2      15.852942    0.023715953      15.852942    0.023715953      15.852942    0.023715953
            1.4      14.126204    0.022532796      14.126204    0.022532796      14.126204    0.022532796
            1.6       12.06775    0.021017046       12.06775    0.021017046       12.06775    0.021017046
            1.8       10.00653    0.019341262       10.00653    0.019341262       10.00653    0.019341262
              2      7.9848132    0.017493989      7.9848132    0.017493989      7.9848132    0.017493989
            2.2      6.1034753    0.015579943      6.1034753    0.015579943      6.1034753    0.015579943
            2.4       4.522751     0.01370662       4.522751     0.01370662       4.522751     0.01370662
            2.6      3.2272191    0.011905625      3.2272191    0.011905625      3.2272191    0.011905625
            2.8      2.2199948    0.010241071      2.2199948    0.010241071      2.2199948    0.010241071
              3      1.4846717   0.0087439572      1.4846717   0.0087439572      1.4846717   0.0087439572
            3.2     0.96942981   0.0074573876     0.96942981   0.0074573876     0.96942981   0.0074573876
            3.4      0.6267824   0.0062809055      0.6267824   0.0062809055      0.6267824   0.0062809055
            3.6     0.42109033   0.0053215876     0.42109033   0.0053215876     0.42109033   0.0053215876
            3.8     0.27180472   0.0044613514     0.27180472   0.0044613514     0.27180472   0.0044613514
              4     0.27180472   0.0044613514     0.27180472   0.0044613514     0.27180472   0.0044613514
