# total-aafidR2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.73510417  0.00096149385     0.73081185  0.00097212939     0.74259483   0.0010331422
              1     0.73510417  0.00096149385     0.73081185  0.00097212939     0.74259483   0.0010331422
