# PTH_HIG23014-        central        num_err    min (scale)        num_err    max (scale)        num_err
# aafidR3
              0  0.00077044247   9.566919e-06  0.00076770403  9.7007751e-06  0.00077501088  9.7953705e-06
             15   0.0021899165  1.6181534e-05   0.0021774379  1.6068966e-05   0.0022099442  1.6475007e-05
             30   0.0031906229  1.9548567e-05   0.0031694997  1.9445062e-05   0.0032279917  1.9821926e-05
             45   0.0038174066  1.3901711e-05    0.003793345  1.3887057e-05   0.0038731138  1.4467347e-05
             80   0.0032804969  1.2025611e-05    0.003260653   1.202347e-05   0.0033221063  1.2355547e-05
            120   0.0019241193  6.4051621e-06    0.001912735  6.3939514e-06   0.0019395368  6.5578121e-06
            200  0.00057090493  2.5918489e-06  0.00056755826  2.5798857e-06  0.00057254568   2.598187e-06
            350  1.5628869e-06  1.4339768e-08  1.5585149e-06  1.4340571e-08  1.5682397e-06  1.4494535e-08
          14000  1.5628869e-06  1.4339768e-08  1.5585149e-06  1.4340571e-08  1.5682397e-06  1.4494535e-08
