# PTH_HIG23014-        central        num_err    min (scale)        num_err    max (scale)        num_err
# aafidR2
              0  0.00095644887  1.0661611e-05  0.00095288931  1.0798715e-05  0.00096210486  1.0712358e-05
             15   0.0026988221  1.7915471e-05   0.0026840512  1.7782917e-05   0.0027224139  1.8225062e-05
             30   0.0038582248  2.1379591e-05   0.0038373503  2.1365092e-05   0.0039084202  2.1818453e-05
             45   0.0045976809  1.5129599e-05   0.0045690174  1.5105516e-05   0.0046638148  1.5683089e-05
             80   0.0038840714  1.2981679e-05   0.0038621024  1.2997435e-05   0.0039324468  1.3332601e-05
            120     0.00224531  6.8797745e-06    0.002231914  6.8998328e-06   0.0022638525  7.1065404e-06
            200  0.00066575793  2.7913303e-06  0.00066191822  2.7819346e-06  0.00066749053  2.8111887e-06
            350  1.8222315e-06  1.5471809e-08  1.8181034e-06  1.5481731e-08  1.8281551e-06  1.5644945e-08
          14000  1.8222315e-06  1.5471809e-08  1.8181034e-06  1.5481731e-08  1.8281551e-06  1.5644945e-08
