# YH_HIG23014-a        central        num_err    min (scale)        num_err    max (scale)        num_err
# afidR3
              0       0.504673   0.0024268872     0.50146089   0.0024142259     0.51007461   0.0024862408
           0.15     0.49002181   0.0023913645     0.48696094   0.0023792506     0.49508093   0.0024363434
            0.3      0.4542249    0.001613314     0.45120167   0.0016139397     0.45814308   0.0016589765
            0.6     0.38314265   0.0015020106     0.38061741   0.0015033582     0.38698482   0.0015387777
            0.9     0.13624507  0.00038383404     0.13553738  0.00038568794     0.13758468  0.00039776936
            2.5     0.13624507  0.00038383404     0.13553738  0.00038568794     0.13758468  0.00039776936
