#   YH_HIG23014        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.77083378   0.0029667739     0.76603304   0.0029519311     0.77978559   0.0030532092
           0.15     0.75113098    0.002926366     0.74625255   0.0029201595     0.75904053   0.0029872345
            0.3     0.71441302   0.0019855031     0.71018796   0.0019828972     0.72194699   0.0020428909
            0.6     0.62603144   0.0018862402     0.62193864   0.0018895013     0.63249278   0.0019406904
            0.9     0.27425231  0.00051771858     0.27287292  0.00052705062     0.27695377  0.00055526853
            2.5     0.27425231  0.00051771858     0.27287292  0.00052705062     0.27695377  0.00055526853
