# PTH_ATLAS2407        central        num_err    min (scale)        num_err    max (scale)        num_err
# 10904_bb-aafidR2
              0   0.0030239679  9.3327121e-06   0.0030068294  9.3751831e-06   0.0030580057  9.7261648e-06
             60   0.0041373524  1.0704205e-05   0.0041127072  1.0721587e-05   0.0041905047  1.1059715e-05
            120     0.00224531  6.8797745e-06    0.002231914  6.8998328e-06   0.0022638525  7.1065404e-06
            200  0.00082883113  3.8078005e-06  0.00082404457   3.790884e-06  0.00083126391  3.8289817e-06
            300    0.000214893  1.6117284e-06    0.000213943  1.6097074e-06  0.00021516986  1.6229482e-06
            450  7.4758711e-07  1.0424852e-08  7.4485496e-07  1.0380357e-08  7.5092365e-07  1.0564281e-08
          13000  7.4758711e-07  1.0424852e-08  7.4485496e-07  1.0380357e-08  7.5092365e-07  1.0564281e-08
