# ptHfine-aafid        central        num_err    min (scale)        num_err    max (scale)        num_err
# R3
             51   0.0034847258  7.9337574e-05   0.0034620004  7.8934715e-05   0.0035265873  8.0197782e-05
             52   0.0035830149  7.9767922e-05   0.0035606297  7.9384687e-05   0.0036295508  8.0762038e-05
             53   0.0037632493  8.2028011e-05    0.003737944  8.1613154e-05     0.00381055  8.2910517e-05
             54    0.003613602  8.0269729e-05   0.0035896317  7.9896671e-05   0.0036614067  8.1283898e-05
             55   0.0036172497   7.980943e-05   0.0035979161  7.9597076e-05   0.0036676455  8.0757784e-05
             56   0.0036405109  8.1487899e-05   0.0036209179  8.1171081e-05   0.0036862826  8.2607313e-05
             57    0.003670074  8.0814321e-05   0.0036470176  8.0422247e-05   0.0037194885  8.1734846e-05
             58    0.003764037  8.1674487e-05   0.0037427336  8.1363931e-05   0.0038120833  8.2985189e-05
             59    0.003616485  8.0500068e-05   0.0035944892  8.0102727e-05   0.0036651917  8.1449253e-05
             60   0.0037052968  8.0780532e-05   0.0036823978   8.038904e-05   0.0037522818  8.1656008e-05
             61   0.0036905169  8.1659006e-05   0.0036690236   8.131702e-05   0.0037369749  8.2667822e-05
             62   0.0036044772  7.9998496e-05   0.0035825901  7.9625277e-05   0.0036488158  8.0800777e-05
             63   0.0037804143  8.2769545e-05   0.0037574336  8.2384902e-05   0.0038304217   8.367374e-05
             64   0.0037410513  8.1776613e-05    0.003710164  8.1637527e-05   0.0037895476  8.2654613e-05
             65   0.0036754059  8.0285452e-05   0.0036461939  7.9847565e-05   0.0037183015   8.116248e-05
             66   0.0037680113  8.1717798e-05   0.0037430964  8.1590828e-05   0.0038179271  8.2967205e-05
             67   0.0037063862  8.0888821e-05   0.0036845185  8.0512309e-05    0.003751057  8.1750433e-05
             68    0.003703315  8.1113964e-05   0.0036816708  8.0751846e-05   0.0037514614  8.2577687e-05
             69   0.0036888614  8.0923512e-05   0.0036687601  8.0586318e-05   0.0037371543  8.2149072e-05
             70   0.0036157086  8.1042219e-05    0.003593906  8.0666066e-05   0.0036621843  8.1932927e-05
             71   0.0036911787  8.0313574e-05   0.0036688757  7.9925927e-05   0.0037362977  8.1366643e-05
             72   0.0036543021  8.0809306e-05   0.0036319104  8.0430349e-05   0.0037047404  8.1735908e-05
             73   0.0035707119  8.0125288e-05   0.0035482885  7.9735376e-05   0.0036165036  8.1113828e-05
             74    0.003622357  7.9980742e-05   0.0036020171  7.9633007e-05   0.0036661994   8.090425e-05
             75   0.0037491845  8.0876273e-05   0.0037258722  8.0502664e-05    0.003802083  8.1887749e-05
             76   0.0035748085  7.9046231e-05   0.0035532699  7.8856933e-05   0.0036126048  8.0356768e-05
             77   0.0036875962  8.0071647e-05    0.003664523  7.9670247e-05   0.0037321614  8.0998273e-05
             78   0.0037144701  8.1318372e-05   0.0036947616  8.0985173e-05   0.0037634657  8.2288982e-05
             79   0.0035695922  7.9281918e-05   0.0035389893   7.914496e-05    0.003605447  8.0362921e-05
             80   0.0035034265  7.8923892e-05   0.0034829242  7.8566846e-05    0.003551157  7.9826362e-05
             81   0.0036189553  8.0279058e-05   0.0035969207  8.0259436e-05    0.003661278   8.110643e-05
             82   0.0036277721  8.0255421e-05   0.0036068247  7.9907139e-05   0.0036740751  8.1184679e-05
             83   0.0036864909  8.1766986e-05   0.0036622365  8.1347412e-05   0.0037314465  8.2769635e-05
             84    0.003549407  7.9598336e-05   0.0035272717  7.9217077e-05   0.0035952712   8.052362e-05
             85   0.0034220976  7.8740275e-05   0.0034011513  7.8354897e-05    0.003466259  7.9607916e-05
             86   0.0036156048  8.0246198e-05   0.0035937552  7.9861689e-05   0.0036615284  8.1235301e-05
             87   0.0037014864   8.108436e-05   0.0036802963  8.0725557e-05   0.0037470694  8.2007895e-05
             88   0.0034301425  7.8336715e-05   0.0034086892  7.7922301e-05   0.0034728639  7.9154809e-05
             89   0.0032897656  7.5707821e-05   0.0032700703  7.5352109e-05   0.0033297095  7.6487951e-05
             90   0.0034458621  7.8652263e-05   0.0034249117  7.8309521e-05   0.0034929739  7.9735689e-05
             91   0.0032899687   7.594132e-05   0.0032693234  7.5624591e-05   0.0033285291  7.6692405e-05
             92   0.0034559378  7.8363465e-05   0.0034365762  7.7992954e-05   0.0034988676  7.9265861e-05
             93    0.003364501  7.6398007e-05   0.0033452361  7.6063846e-05   0.0034029975  7.7181058e-05
             94   0.0032432945  7.5482458e-05   0.0032230725  7.5129683e-05    0.003284001  7.6282545e-05
             95   0.0032839865  7.5820211e-05   0.0032655975  7.5476446e-05   0.0033204461   7.667409e-05
             96   0.0031132398  7.4104732e-05   0.0030944136  7.3738613e-05   0.0031455393  7.4811575e-05
             97   0.0031406773  7.5167441e-05   0.0031222845   7.481032e-05   0.0031757435  7.6194436e-05
             98   0.0030984042  7.4346972e-05   0.0030812223  7.4019785e-05   0.0031348349  7.5120091e-05
             99   0.0030206163  7.4080006e-05   0.0030061573  7.3956461e-05   0.0030565422  7.5038938e-05
            100   0.0029618773  7.1842813e-05   0.0029451019  7.1553968e-05   0.0029890301  7.2691543e-05
            101   0.0031200568  7.4096669e-05   0.0031009228  7.4074048e-05   0.0031539955  7.4844344e-05
            102   0.0032417772  7.5336856e-05   0.0032216575  7.4945859e-05   0.0032745722  7.6019871e-05
            103   0.0029669807  7.2158148e-05   0.0029519182  7.1800451e-05   0.0030012125  7.2899703e-05
            104   0.0030098202  7.2530651e-05   0.0029914729  7.2291454e-05   0.0030284147  7.3509238e-05
            105   0.0028257418  7.0615056e-05   0.0028100301  7.0294688e-05   0.0028554122  7.1245573e-05
            106   0.0028393032  7.0426212e-05   0.0028216001  7.0267518e-05   0.0028752853  7.1501193e-05
            107   0.0028800441  7.2852807e-05   0.0028621007  7.2507272e-05   0.0029098347  7.3505603e-05
            108   0.0028072058  7.0034382e-05   0.0027904253  6.9684168e-05   0.0028359498  7.0627783e-05
            109   0.0028970733  7.1793251e-05   0.0028803686  7.1460476e-05   0.0029255971  7.2416667e-05
            110   0.0028187246  7.1385946e-05   0.0028023649  7.1061649e-05   0.0028487159  7.2045337e-05
            111    0.002860943  7.0791696e-05   0.0028455519  7.0476717e-05   0.0028930548   7.144998e-05
            112   0.0027836117  7.0784296e-05   0.0027661903  7.0452713e-05   0.0028126802  7.1432866e-05
            113   0.0027951881  6.8838321e-05   0.0027798548  6.8522644e-05   0.0028226852  6.9537076e-05
            114   0.0027377938  6.9471658e-05   0.0027218852  6.9157356e-05   0.0027655596  7.0056893e-05
            115   0.0026334593  6.7825698e-05   0.0026145073  6.7784794e-05   0.0026542182  6.8641552e-05
            116   0.0027047628  6.9659367e-05   0.0026891525  6.9341264e-05   0.0027311736  7.0272171e-05
            117   0.0027078497  6.8245628e-05   0.0026927817   6.800422e-05   0.0027271155  6.8867924e-05
            118   0.0025933924  6.7483285e-05   0.0025774138  6.7147176e-05   0.0026154834  6.8051649e-05
            119   0.0025712599  6.6772033e-05   0.0025621891  6.6576394e-05   0.0026013272  6.7476844e-05
            120   0.0025298833  6.6692281e-05   0.0025200674  6.6867578e-05   0.0025536402  6.7482593e-05
            121   0.0025773494  6.8031845e-05   0.0025523414  6.7919475e-05   0.0025930135  6.9000482e-05
            122   0.0025207729  6.5721123e-05   0.0025045981  6.5388564e-05   0.0025377871  6.6408934e-05
            123   0.0024025892   6.497746e-05   0.0023885995   6.468871e-05   0.0024259877  6.5527409e-05
            124   0.0024928021   6.612656e-05   0.0024788536  6.5831285e-05    0.002515741  6.6661097e-05
            125   0.0025166563   6.581166e-05   0.0025045656  6.5654565e-05   0.0025338771  6.6425414e-05
            126   0.0025196037  6.6108891e-05   0.0025050401  6.5796145e-05   0.0025407249  6.6603066e-05
            127    0.002531964  6.6533306e-05   0.0025169801  6.6200395e-05   0.0025551758  6.7100046e-05
            128   0.0024267651  6.5059616e-05    0.002413367  6.4761364e-05   0.0024473634   6.556365e-05
            129   0.0024421777  6.5746875e-05   0.0024292309  6.5445597e-05   0.0024618551   6.623163e-05
            130   0.0024087501  6.4811803e-05   0.0023945038  6.4502563e-05   0.0024295634  6.5274539e-05
            131   0.0023313571  6.3495854e-05   0.0023233305   6.332488e-05   0.0023563471   6.426504e-05
            132   0.0023891792  6.4238327e-05    0.002376402  6.3986394e-05   0.0024117983  6.5119228e-05
            133   0.0022741206  6.3165039e-05   0.0022607998  6.2876781e-05   0.0022917257  6.3547171e-05
            134   0.0023896174  6.4027329e-05   0.0023756691   6.371672e-05   0.0024093987  6.4474376e-05
            135   0.0023238603  6.3690468e-05   0.0023100826  6.3397052e-05   0.0023431226  6.4092479e-05
            136   0.0022881833  6.2071084e-05     0.00227642   6.180313e-05   0.0023051649  6.2473597e-05
            137    0.002258609  6.2112236e-05   0.0022448079  6.1797942e-05   0.0022746707  6.2507547e-05
            138   0.0021871493  6.2423753e-05   0.0021747254  6.2135743e-05   0.0022068745  6.2874199e-05
            139   0.0021353203  6.1166139e-05   0.0021226415   6.087548e-05   0.0021562929   6.166142e-05
            140   0.0020545059  6.0330461e-05   0.0020436949  6.0073586e-05   0.0020709578  6.0790648e-05
            141   0.0020421415   5.997282e-05   0.0020306941  5.9715355e-05   0.0020558249  6.0389804e-05
            142   0.0020412434  6.0077057e-05   0.0020295244  5.9797243e-05   0.0020565837  6.0438131e-05
            143   0.0020112491  5.9800408e-05   0.0020008289   5.954833e-05   0.0020282872  6.0271431e-05
            144   0.0019466524  5.8991994e-05   0.0019349464  5.8715262e-05   0.0019606748  5.9312485e-05
            145   0.0020120595  5.8844096e-05    0.002000486   5.858164e-05   0.0020275709  5.9213869e-05
            146   0.0020652694  6.0270298e-05   0.0020539697  6.0016081e-05   0.0020803902  6.0672224e-05
            147   0.0019952295  5.8665877e-05   0.0019843332   5.816388e-05   0.0020105775  5.8859094e-05
            148   0.0018518405  5.7034464e-05   0.0018415113  5.6771285e-05    0.001864292  5.7374078e-05
            149   0.0019349205  5.7663489e-05   0.0019239587   5.738915e-05    0.001946765  5.7990864e-05
            150   0.0019074198  5.8141063e-05   0.0018995305  5.7944286e-05   0.0019201011  5.8644922e-05
            151   0.0017571808  5.5761829e-05    0.001747173  5.5494983e-05   0.0017686839  5.6069364e-05
            152   0.0018157545   5.721287e-05   0.0018064289  5.7034968e-05   0.0018311503  5.7617296e-05
            153   0.0018172268  5.6444458e-05   0.0018057052  5.6171709e-05   0.0018279899   5.674341e-05
            154   0.0018318759  5.6809545e-05    0.001822208  5.6819355e-05   0.0018431792   5.741627e-05
            155   0.0018113398  5.7115538e-05   0.0018009874  5.6840556e-05   0.0018220193  5.7502024e-05
            156    0.001842248   5.684176e-05   0.0018323342  5.6570642e-05     0.00185273  5.7172174e-05
            157   0.0016086877  5.4665501e-05   0.0015992901  5.4419731e-05   0.0016176031  5.4952079e-05
            158     0.00167957  5.3923095e-05    0.001670176  5.3670567e-05   0.0016895383  5.4170572e-05
            159   0.0017608707  5.5863046e-05   0.0017499005  5.5570415e-05   0.0017667524  5.6022217e-05
            160   0.0016515355  5.3135316e-05     0.00164237  5.2922192e-05   0.0016600411  5.3451198e-05
            161   0.0018497005  5.6584104e-05   0.0018402398  5.6310137e-05   0.0018626165  5.6988233e-05
            162   0.0017500764  5.4743656e-05   0.0017411097  5.4496534e-05   0.0017616744  5.5083812e-05
            163   0.0016325736  5.3602871e-05   0.0016232206  5.3342771e-05   0.0016419895  5.3857234e-05
            164   0.0016028528  5.3208912e-05   0.0015945069  5.2977395e-05   0.0016121465  5.3485507e-05
            165   0.0016034229   5.285933e-05   0.0015966751  5.2665691e-05   0.0016153816  5.3179556e-05
            166   0.0015247723  5.2190574e-05   0.0015160996  5.1966879e-05    0.001533178  5.2452243e-05
            167   0.0015139093  5.1824021e-05   0.0015048805  5.1591575e-05   0.0015229388  5.2086749e-05
            168   0.0015822112  5.1876329e-05   0.0015741286   5.165302e-05   0.0015923061  5.2120765e-05
            169   0.0015590123  5.1904041e-05   0.0015498002  5.1669689e-05   0.0015644239  5.2122507e-05
            170   0.0014948603  5.1399978e-05   0.0014867137  5.1177558e-05   0.0015010589  5.1587133e-05
            171   0.0015658756  5.1752633e-05   0.0015578768  5.1523266e-05   0.0015738993  5.2041938e-05
            172   0.0015042989  5.1234057e-05   0.0014959378  5.1001642e-05   0.0015126042  5.1700464e-05
            173    0.001494222  5.0612205e-05   0.0014857703  5.0362804e-05   0.0015015984  5.0813861e-05
            174   0.0014481548  5.0047103e-05    0.001440342  4.9821066e-05   0.0014553761  5.0261091e-05
            175   0.0013970746  4.9899713e-05   0.0013846819  4.9757415e-05   0.0014070857  5.0470028e-05
            176   0.0015082214  5.0874622e-05   0.0014992732  5.0591012e-05   0.0015154506  5.1049554e-05
            177   0.0013668423  4.9293663e-05   0.0013591923  4.9054364e-05   0.0013729462  4.9475185e-05
            178   0.0014357325  4.9132972e-05   0.0014284853  4.8905354e-05   0.0014436535  4.9383702e-05
            179   0.0013358866  4.7798476e-05   0.0013325238  4.7728384e-05   0.0013450446  4.8144828e-05
            180   0.0014420652  4.9081675e-05   0.0014335157  4.8832145e-05   0.0014480835  4.9274379e-05
            181   0.0012799918  4.7379996e-05   0.0012719266    4.71135e-05   0.0012857335  4.7585143e-05
            182   0.0013231079  4.7736816e-05   0.0013164102  4.7552819e-05   0.0013299595  4.7990081e-05
            183   0.0012414737  4.7122475e-05   0.0012347394  4.6901208e-05   0.0012465172  4.7286175e-05
            184   0.0012704266  4.7533902e-05   0.0012628828  4.7312733e-05   0.0012774989  4.7764907e-05
            185   0.0012426962  4.5949396e-05   0.0012365076  4.5752645e-05     0.00124729  4.6085301e-05
            186   0.0011854552  4.5869383e-05   0.0011791186  4.5672242e-05   0.0011905488  4.6079746e-05
            187   0.0013068605  4.6884222e-05   0.0012994811  4.6649248e-05   0.0013121851  4.7063054e-05
            188   0.0011308445  4.4401417e-05   0.0011240289  4.4276199e-05   0.0011340849  4.4491618e-05
            189   0.0012658365  4.6434004e-05    0.001258803  4.6215646e-05   0.0012708496  4.6592661e-05
            190   0.0012252833   4.657438e-05   0.0012184433  4.6348918e-05   0.0012300619  4.6773165e-05
            191   0.0010849169  4.3262594e-05   0.0010796403  4.3070489e-05   0.0010895095  4.3386464e-05
            192   0.0010899496   4.409136e-05   0.0010835603  4.3887195e-05   0.0010942991  4.4224311e-05
            193   0.0011100736  4.4424604e-05   0.0011038067  4.4227895e-05    0.001113187  4.4512476e-05
            194   0.0011338811  4.4412874e-05    0.001127716  4.4201997e-05   0.0011389784  4.4562549e-05
            195   0.0010503209   4.201923e-05   0.0010453879  4.1839107e-05   0.0010543064  4.2156116e-05
            196   0.0010738227  4.2920537e-05   0.0010708234  4.2790615e-05    0.001078994   4.308338e-05
            197   0.0010673592   4.233738e-05   0.0010616112  4.2136761e-05   0.0010704634  4.2450633e-05
            198   0.0010378093  4.2875258e-05   0.0010321244  4.2672308e-05   0.0010413322  4.3006202e-05
            199   0.0010250529  4.3222431e-05   0.0010197792  4.3031339e-05    0.001028457  4.3334242e-05
            200  0.00092753204  4.0429622e-05  0.00092281604   4.026155e-05  0.00092993599  4.0535742e-05
            201  0.00092691287  3.9449675e-05   0.0009232485  3.9295748e-05  0.00092953339  3.9562126e-05
            202  0.00098600849  4.1149179e-05  0.00098125666  4.0978107e-05  0.00098904738  4.1247811e-05
            203  0.00096336523  4.1082595e-05  0.00095874477  4.0911089e-05  0.00096724136  4.1206444e-05
            204  0.00099804168  4.0880074e-05  0.00099013834  4.0802964e-05   0.0010009305  4.0969668e-05
            205  0.00097481188  4.0562914e-05  0.00096925965  4.0360242e-05  0.00097862337  4.0693744e-05
            206  0.00089544909  3.9045823e-05  0.00089101034  3.8875388e-05  0.00089840708  3.9197791e-05
            207  0.00092482779  3.9760795e-05  0.00091954544   3.957905e-05  0.00092859476  3.9894938e-05
            208  0.00085295245  3.8291893e-05  0.00084936764  3.8134227e-05  0.00085612033  3.8420003e-05
            209  0.00086175595  3.8403823e-05  0.00085691465  3.8228205e-05  0.00086481995  3.8520754e-05
            210  0.00083922835   3.862998e-05  0.00083383549  3.8468748e-05  0.00084327345  3.8749162e-05
            211  0.00085789581  3.8975757e-05  0.00085323298  3.8815011e-05  0.00086088854  3.9074574e-05
            212  0.00087556737  3.9121224e-05  0.00087102256  3.8957133e-05  0.00087893227  3.9262501e-05
            213  0.00081872331   3.749544e-05  0.00081461334  3.7348087e-05  0.00082163422  3.7593489e-05
            214  0.00086737036  3.9614006e-05  0.00086256868  3.9440154e-05  0.00087025904  3.9696781e-05
            215   0.0008575878   3.831815e-05  0.00085352347  3.8147932e-05  0.00085976736  3.8386839e-05
            216  0.00086433257  3.8693862e-05   0.0008593619  3.8497819e-05  0.00086725869  3.8798892e-05
            217  0.00078906951  3.6826848e-05  0.00078632611  3.6706342e-05  0.00079126224  3.6911996e-05
            218  0.00080203427  3.6851323e-05  0.00079867067  3.6683524e-05  0.00080521695  3.6933274e-05
            219  0.00079920023   3.688265e-05  0.00079554927  3.6756733e-05  0.00080174916  3.6960315e-05
            220   0.0007149684  3.5545018e-05  0.00071199223  3.5429794e-05  0.00071671042  3.5632166e-05
            221  0.00075490456  3.6214551e-05  0.00075116455  3.6059991e-05  0.00075692344  3.6312667e-05
            222  0.00065154595  3.3982492e-05  0.00064916042   3.385942e-05   0.0006532487  3.4080274e-05
            223  0.00072046147   3.455958e-05  0.00071739502   3.440169e-05  0.00072231319  3.4671671e-05
            224  0.00071697964  3.5240468e-05  0.00071380596  3.5090115e-05  0.00071882956  3.5300754e-05
            225  0.00073323486  3.5166251e-05   0.0007300447   3.501685e-05  0.00073505087  3.5203058e-05
            226  0.00066024594  3.3262778e-05  0.00065716982  3.3181092e-05  0.00066258777  3.3364198e-05
            227  0.00067325314  3.4768558e-05  0.00067011951  3.4630782e-05  0.00067556928   3.484879e-05
            228  0.00069610392  3.4996868e-05  0.00069300594  3.4873622e-05  0.00069765306   3.504792e-05
            229  0.00067655202  3.4990949e-05  0.00067368932  3.4845074e-05  0.00067918349  3.5089794e-05
            230  0.00069456087  3.4844572e-05  0.00069108216  3.4700579e-05  0.00069622611  3.4926179e-05
            231   0.0007003791  3.3981616e-05  0.00069732606  3.3861342e-05  0.00070239084  3.4060632e-05
            232  0.00068769923  3.3882689e-05   0.0006848037  3.3752619e-05  0.00068948204  3.3963968e-05
            233  0.00063565602  3.3048944e-05  0.00063328387  3.2932921e-05  0.00063689337  3.3107637e-05
            234  0.00062915359  3.2408961e-05  0.00062672406   3.229886e-05  0.00063050327  3.2471475e-05
            235  0.00041668107  2.7893385e-05  0.00037601609  2.6646223e-05  0.00045202017  2.9018513e-05
            236  0.00063092405  3.3165423e-05  0.00062864389  3.3038767e-05   0.0006328302  3.3254686e-05
            237  0.00053879388  3.1122579e-05  0.00053740308  3.1019572e-05  0.00053973151  3.1185397e-05
            238  0.00055886269  3.1156879e-05  0.00055678032  3.1029549e-05  0.00056052318   3.120909e-05
            239  0.00058303083  3.1417132e-05  0.00058105286   3.132361e-05   0.0005843965   3.148426e-05
            240   0.0005119269  3.0147295e-05  0.00051042227  3.0031135e-05  0.00051335311  3.0187324e-05
            241  0.00057110069  3.1574975e-05   0.0005690381  3.1469924e-05  0.00057249666  3.1656355e-05
            242  0.00052640685  2.9804992e-05  0.00052324163  2.9660225e-05  0.00052917438  2.9916997e-05
            243  0.00058403577  3.1864789e-05  0.00058154553  3.1742308e-05  0.00058585405  3.1941688e-05
            244  0.00048699042  2.9383796e-05  0.00048463416  2.9283621e-05  0.00048863551  2.9457172e-05
            245  0.00050702536  2.9619976e-05  0.00050484559  2.9527952e-05  0.00050851009  2.9666655e-05
            246  0.00045294176  2.7773687e-05  0.00045180694  2.7674563e-05  0.00045384385  2.7785806e-05
            247  0.00056846375  3.0632333e-05  0.00056631276  3.0532325e-05  0.00056977624  3.0689253e-05
            248  0.00043843644  2.8694995e-05  0.00043835044  2.8713146e-05  0.00044020429  2.8847386e-05
            249    0.000555487  3.1367019e-05  0.00055345744   3.127061e-05  0.00055645885  3.1411456e-05
            250  0.00050579339  2.9461248e-05  0.00050313572  2.9335966e-05  0.00050810818  2.9554482e-05
            251  0.00044488071  2.8270369e-05  0.00044319853   2.817645e-05  0.00044624879  2.8342586e-05
            252  0.00057447166  3.1646382e-05  0.00057200506  3.1521427e-05  0.00057582925  3.1719159e-05
            253  0.00046627045    2.90714e-05  0.00046467411  2.8955425e-05  0.00046750644  2.9157114e-05
            254  0.00031989913  2.4367424e-05  0.00031884129  2.4369039e-05  0.00032059794  2.4355842e-05
            255  0.00042950793  2.7190306e-05  0.00042733503  2.7182114e-05  0.00043017709  2.7237903e-05
            256  0.00046072539  2.8313109e-05  0.00045909133  2.8233146e-05   0.0004617657  2.8364223e-05
            257  0.00047202332  2.8720219e-05  0.00047064903  2.8621242e-05  0.00047280049   2.877905e-05
            258  0.00043355708   2.712987e-05  0.00043256053  2.7040603e-05  0.00043460887  2.7216157e-05
            259  0.00043488783  2.7791799e-05  0.00043342789  2.7712649e-05  0.00043573689   2.781521e-05
            260  0.00040130828  2.6295101e-05  0.00039918827   2.618333e-05  0.00040262563  2.6356031e-05
            261  0.00042169079  2.6718151e-05  0.00042052825   2.663998e-05  0.00042268413  2.6787933e-05
            262  0.00045941297  2.7764789e-05  0.00045807847  2.7684148e-05  0.00046020797  2.7800859e-05
            263  0.00041271672   2.742865e-05  0.00041142399  2.7335531e-05  0.00041377358  2.7481144e-05
            264  0.00045264945   2.705188e-05  0.00045118173  2.6954879e-05  0.00045341318  2.7082914e-05
            265  0.00030568419  2.3441591e-05  0.00030499195  2.3430678e-05  0.00030653092  2.3486015e-05
            266   0.0004798723  2.8587983e-05  0.00047786767   2.848368e-05  0.00048131203  2.8667721e-05
            267  0.00039728625  2.6584503e-05  0.00039587908  2.6499123e-05  0.00039804764  2.6615454e-05
            268   0.0003756572  2.5974885e-05  0.00037469122  2.5888742e-05  0.00037615175  2.6020384e-05
            269   0.0003900464  2.5484315e-05  0.00038868125  2.5396862e-05   0.0003909532   2.555537e-05
            270  0.00042307517  2.6711099e-05  0.00042148376  2.6624963e-05  0.00042425227  2.6770454e-05
            271  0.00035232946   2.515417e-05  0.00035070858   2.506716e-05  0.00035319084  2.5205073e-05
            272  0.00030306615  2.2925069e-05  0.00030176521  2.2850128e-05  0.00030342264  2.2944555e-05
            273  0.00035777291  2.5061852e-05  0.00035679567  2.4969062e-05  0.00035861363  2.5078795e-05
            274  0.00034211241  2.3933382e-05  0.00034045287  2.3835263e-05  0.00034319327  2.3994169e-05
