# total-aafidR3        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.61955413  0.00091811322     0.61569999  0.00092280024     0.62582305  0.00097446761
              1     0.61955413  0.00091811322     0.61569999  0.00092280024     0.62582305  0.00097446761
