# PTH_ATLAS2407        central        num_err    min (scale)        num_err    max (scale)        num_err
# 10904_bb-aafidR3
              0   0.0024900837  8.5573409e-06   0.0024748139  8.5683067e-06   0.0025191812  8.8917679e-06
             60   0.0034722995  9.9318483e-06   0.0034503942  9.9395853e-06   0.0035171364  1.0269473e-05
            120   0.0019241193  6.4051621e-06    0.001912735  6.3939514e-06   0.0019395368  6.5578121e-06
            200  0.00070962574   3.527908e-06  0.00070529921  3.5107685e-06  0.00071184936  3.5378489e-06
            300  0.00018544396  1.5044449e-06  0.00018469505  1.4999124e-06  0.00018577975  1.5117637e-06
            450  6.3282727e-07  9.5549681e-09  6.3092504e-07  9.5242456e-09  6.3580924e-07  9.6715796e-09
          13000  6.3282727e-07  9.5549681e-09  6.3092504e-07  9.5242456e-09  6.3580924e-07  9.6715796e-09
