#  PTH_HIG23014        central        num_err    min (scale)        num_err    max (scale)        num_err
              0   0.0026150821  2.5145188e-05   0.0026059492  2.5494806e-05   0.0026324191  2.6043539e-05
             15   0.0074685392  4.2236422e-05   0.0074287595  4.2151203e-05    0.007529264  4.3327721e-05
             30    0.011130163  5.1502027e-05    0.011066408   5.181133e-05    0.011274595  5.2788343e-05
             45    0.013823524  3.6799839e-05    0.013744904  3.6983373e-05    0.014030812  3.8667049e-05
             80     0.01239872  3.2206498e-05    0.012329381  3.2227728e-05    0.012555484  3.3414496e-05
            120   0.0068279622  1.6807394e-05   0.0067889204  1.6838602e-05   0.0068863121  1.7366982e-05
            200   0.0017580045  6.4421487e-06   0.0017481015  6.4180294e-06   0.0017627092  6.4962516e-06
            350  4.2482317e-06  3.3413809e-08  4.2392135e-06  3.3431027e-08  4.2614036e-06  3.3787474e-08
          14000  4.2482317e-06  3.3413809e-08  4.2392135e-06  3.3431027e-08  4.2614036e-06  3.3787474e-08
