#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.896363      0.2506181      19.330876     0.25131113      22.543183     0.30116407
            0.2      58.326193     0.41150521      54.038293     0.38087309      63.074452     0.50604873
            0.4      86.172688     0.50328747      79.733649      0.5210215      92.177847     0.61582142
            0.6      104.58215     0.55043021      96.995806      0.5208765      112.02565     0.67139298
            0.8      117.35736     0.58588993      108.93978     0.55263289      125.85259     0.71813257
              1      121.96056     0.61996722      113.50104     0.61285002      130.34393     0.75695862
            1.2      126.52503     0.61365528      117.31678      0.6449001      135.51695     0.78464695
            1.4      131.67969     0.64754264      122.83446     0.65112738      140.52388     0.79350196
            1.6      138.54613     0.65753059      129.26923     0.66158679      147.88126     0.77848761
            1.8      145.27368     0.69342265      135.49605     0.62855022      155.71293     0.79729294
              2      158.61484     0.70082945      148.17016     0.68475251      169.15284     0.85210321
            2.2      175.36094     0.76073671       164.1591     0.76220299      187.28758       1.053698
            2.4      195.37488      1.0004938      182.96962      0.9243331      208.29243      1.3874402
            2.6      221.49222     0.87568382      208.52761     0.85452289      234.80311       1.060753
            2.8      248.79296     0.96374856      234.45699     0.95571983      263.96498      1.2150725
              3       244.9825     0.99588237       230.1858      1.0296903       260.5181      1.1356689
            3.2      82.194521     0.58213564      77.024008     0.61363147       87.83767     0.69603582
            3.4      31.510115     0.30793143       29.11759     0.28390596      34.049448     0.37835282
            3.6      14.577818     0.22371651      13.315491     0.21472404      16.001164     0.26022741
            3.8      6.3964002     0.13961708      5.7603154     0.12963334      7.1630099     0.16872715
              4      3.1963003    0.096042991      2.8451239    0.087110696      3.6504636     0.11750689
            4.2      1.5187591     0.06808185       1.347519    0.061402499      1.7212672    0.082598103
            4.4     0.61421363    0.041040309     0.53730802    0.034013006      0.7073996    0.056629123
            4.6     0.34622689    0.036833262      0.3097884      0.0391273     0.37831751    0.036882937
            4.8     0.17992424    0.040343241     0.16039029     0.04269725     0.20087588    0.036129088
              5     0.17992424    0.040343241     0.16039029     0.04269725     0.20087588    0.036129088
