# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      5.5105923    0.022844051      5.4159341    0.025003283      6.1673166     0.03205354
             10      6.4076707    0.022966236      6.1865673    0.022236386      6.6899436    0.030016218
             20      5.3754835    0.021473214      5.1497922     0.02139502      5.5664448      0.0230702
             30      4.3710398    0.020627882      4.1585111    0.018481363      4.5104591    0.025751318
             40      3.6325434    0.015311703       3.438879    0.015794613      3.7544429    0.016285486
             50      2.9900016    0.013074631      2.8090913    0.012669524      3.1087097    0.014410346
             60      2.5018243    0.012058334      2.3454942    0.011990525      2.6131889    0.017346399
             70      2.1269312     0.01085343      1.9918517    0.010591305      2.2152406    0.011650459
             80      1.8312758    0.011350811      1.7048063    0.011377859      1.9196408    0.012201292
             90      1.5481985   0.0091397902      1.4344639   0.0091804258      1.6293146   0.0097976886
            100      1.3403292   0.0085172952      1.2399306   0.0084123197      1.4124428   0.0089011521
            110      1.1779361   0.0077596079      1.0815386   0.0073201623      1.2522772   0.0085970796
            120       1.022574   0.0071413122     0.92927391   0.0066376851      1.1006058   0.0079463253
            130     0.88834799   0.0069635203     0.80354488   0.0063395588     0.96132919   0.0081445297
            140     0.76380642   0.0059941075     0.68264282   0.0056315983     0.83732948   0.0066513206
            150     0.68992799   0.0061627279     0.61488849   0.0065879413     0.75759206   0.0063516852
            160     0.59549951   0.0051488425     0.52255889   0.0046442732     0.66719606   0.0058535826
            170     0.52580454   0.0048471162     0.45943473   0.0044092671     0.59116482   0.0054947724
            180     0.46149931   0.0044697018     0.40079617    0.004039002     0.52154328    0.005172819
            190     0.41810334   0.0042048581     0.35951702   0.0037151893     0.47748725   0.0048941039
            200     0.37199966   0.0039634928     0.31710081   0.0034191567     0.42811089   0.0046249147
            210     0.33617999   0.0037332821     0.28622468   0.0032576426     0.38757842   0.0043871171
            220     0.30979216   0.0035650418     0.26277139    0.003154473     0.35975123   0.0042117732
            230     0.27696893   0.0033657193     0.23394706   0.0029132416     0.32182279   0.0039802325
            240     0.25114376   0.0032116291     0.21103044   0.0027036602     0.29322044    0.004010288
            250     0.23396682   0.0030662418     0.19568647   0.0026088812     0.27497265   0.0036477414
            260     0.21315724   0.0029248444     0.17828093   0.0024825084     0.24994701   0.0034747058
            270     0.19399362    0.003159353     0.16343653   0.0032540265     0.22505725   0.0033088031
            280     0.17772959   0.0026482492     0.14738859   0.0022171341     0.21028345   0.0031776306
            290     0.15946799   0.0025137651     0.13238508   0.0021071479     0.18836425   0.0030066115
            300     0.14747706   0.0024049475     0.12208691   0.0020002033     0.17460232   0.0029274324
            310     0.13819544   0.0023404416      0.1143711   0.0019601986      0.1634482   0.0028013684
            320     0.12312044   0.0022451002     0.10159475   0.0018890602     0.14618057   0.0026846631
            330     0.11514965   0.0021323841    0.094837842   0.0017730051     0.13693328   0.0025617103
            340      0.1059807   0.0020332403    0.087190839   0.0016773329     0.12615492   0.0024617269
            350     0.10042547   0.0019994036     0.08242977   0.0016585044     0.11987621   0.0024000779
            360    0.091812025   0.0019001625    0.075553361   0.0015736416     0.10915892   0.0022849809
            370    0.083237427   0.0018015606    0.068438148   0.0014840241    0.099018326   0.0021685248
            380    0.076763889   0.0017371748    0.063310822   0.0014328134    0.090861344   0.0021072365
            390    0.071625755   0.0016749329     0.05920732   0.0013909393    0.084416464   0.0020150037
            400    0.066117492   0.0016165294    0.054511856   0.0013447961    0.078012048   0.0019849227
            410    0.059600554   0.0017521306    0.048694627   0.0015804929    0.071250727   0.0019644938
            420    0.056366396   0.0014829864    0.046247067   0.0012230992    0.067201683   0.0017846697
            430    0.053983316   0.0014604437    0.044538411   0.0012047465    0.063688023   0.0017761922
            440    0.047402065   0.0013635649    0.038840856   0.0011176434    0.056440702   0.0016571293
            450     0.04772188   0.0013792074    0.039324868   0.0011342091    0.056285659   0.0017034599
            460    0.043140525   0.0013023494    0.035427402   0.0010686906     0.05113677   0.0015719787
