#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.4078332     0.12060128      3.8503217     0.27210727      4.8296162     0.15483508
           -3.8      6.2086841     0.13977564      5.6886908     0.14111347      6.6951827     0.17547038
           -3.6      8.5351281     0.31343836      7.9720802     0.21185117      9.1964471     0.35043579
           -3.4      12.066759     0.20111001      11.203708     0.18168253      12.886388     0.23722119
           -3.2      17.165052     0.24599238      16.224416     0.25673419      18.394546      0.2906853
             -3      22.883115     0.26697032      21.386176     0.25703632       24.28075     0.31474575
           -2.8      30.575643     0.31620349      28.824903     0.31487978      32.387987     0.41560964
           -2.6      38.622383     0.35421386      36.200896     0.35311839      41.185689      0.4412559
           -2.4      48.407927     0.42236014      45.191778     0.45019007      52.049978     0.47989442
           -2.2      58.362222     0.43741786      54.816192     0.51703239      62.079602     0.52811564
             -2       68.39467     0.46480223      63.988099     0.45577954      72.808991     0.56006286
           -1.8      79.528474     0.49221273      74.301054     0.47365095      84.985543     0.59618958
           -1.6       88.23498     0.51970032      82.598502     0.53978293      94.042635     0.63668249
           -1.4      95.954148     0.57338301      89.686833     0.58657986       102.3056     0.66508758
           -1.2      101.20104     0.54391418      94.627238     0.51426683      107.77232      0.6707596
             -1      104.64235     0.56848706      97.693264     0.53829957      111.71603     0.69478981
           -0.8      106.07646     0.65523973      99.231858     0.70140834      112.89142     0.69454175
           -0.6      105.73082     0.55555269       98.48467     0.52034928      112.98836     0.68455623
           -0.4      106.01455     0.56306443      98.752108     0.53895912      113.25701     0.68636463
           -0.2      106.89295     0.56225872      99.595321     0.51816358      114.08992     0.69914584
              0      105.72645     0.57425644      98.443966     0.53761728      113.09223     0.71633665
            0.2      105.34457     0.58486608      98.277801     0.58439495      112.16931     0.67842094
            0.4      105.54933     0.58626476      98.481771     0.56271888      112.43432     0.71964127
            0.6      106.18332     0.56198577      99.135812     0.53127763      113.27312     0.70507584
            0.8      103.12061     0.67639022      96.422114     0.74171241      109.64009       0.689909
              1      100.70078     0.56025165      94.323769     0.53460686       107.2193     0.66963107
            1.2      94.892668     0.56877179      88.813325     0.58363842      100.79645     0.65404074
            1.4      88.697091     0.56292126      82.878419     0.51922851      94.893266      0.7174513
            1.6      79.358605     0.57271905      74.052993     0.51662817      85.099948     0.75045169
            1.8      70.014339     0.46145074      65.245113      0.4280014      75.044989     0.57509104
              2      58.836405     0.46923593      55.087086     0.48976362      62.940024     0.53004385
            2.2      48.970683     0.43173677       45.77813     0.43954124      52.306512     0.52303656
            2.4      39.774193      0.7075081      37.078195     0.52409495      43.461227      1.2360247
            2.6      30.473491     0.30730101      28.517097     0.30331324      32.715144     0.39110911
            2.8      23.042061     0.28596982      21.592798      0.2961045        24.4567     0.34021365
              3      16.801531     0.23393634      15.721132     0.21016358       17.93077     0.30828454
            3.2      12.277227     0.19913972      11.461097     0.18647012      13.217544     0.24897245
            3.4      9.0119816     0.22277399      8.1354535      0.2770902      9.8004429     0.29357434
            3.6      5.6867006     0.27279919      5.2927695     0.34496364      6.3129248     0.17581621
            3.8      4.2651135     0.15268209      3.9131756     0.10920742      4.5144973     0.14772617
              4      4.2651135     0.15268209      3.9131756     0.10920742      4.5144973     0.14772617
