#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      34.400303    0.074380888      30.604059    0.066232461      38.279629    0.083345221
            0.2      35.053988     0.07505403      31.200799    0.066872172      38.977601    0.083987622
            0.4      36.216997    0.076268273      32.251724    0.068004751      40.237505     0.08520366
            0.6      38.116896    0.078277276      33.964252     0.06984268      42.307414    0.087335179
            0.8      41.548092    0.081765385      37.043981    0.072985781       46.07068    0.091256955
              1      45.908816     0.08598431      40.949605    0.076809274      50.870459    0.095777654
            1.2       52.16272    0.091661329      46.548725    0.081916511      57.752269     0.10208343
            1.4      61.109841    0.099156796      54.559269    0.088637318      67.593519     0.11054525
            1.6      73.589449     0.10861847      65.705689    0.097149069      81.364697     0.12055595
            1.8      91.725046     0.12094821      81.914975     0.10818578      101.34775     0.13423495
              2      117.38937     0.13620255      104.85055     0.12190623      129.61729     0.15113644
            2.2      155.16232     0.15540028      138.62128     0.13907545      171.18102     0.17236882
            2.4      208.71143     0.17881228      186.49923     0.15990597      230.04609     0.21229027
            2.6       281.7195     0.20332963      251.74431     0.18201955      310.33749     0.22687744
            2.8      365.33861     0.22656692      326.54418     0.20275614      402.08697     0.25211515
              3      297.30621     0.20911963      265.82283     0.18713094       326.9576     0.23257345
            3.2      297.30621     0.20911963      265.82283     0.18713094       326.9576     0.23257345
