#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      2.7467504    0.021613781      2.4032966    0.018914798       3.115422    0.024659883
           -3.8      3.5726023    0.024646067      3.1326771    0.021602377      4.0405444    0.028098848
           -3.6      4.7592431    0.028372618      4.1792769    0.024925005      5.3710071    0.032206037
           -3.4      6.3108256    0.032645247      5.5484608    0.028723019      7.1113974    0.037004536
           -3.2      8.1458252    0.037158559      7.1733248    0.032709101      9.1578482    0.043049799
             -3      10.565998    0.042165654      9.3195127    0.037206879      11.855075    0.047603648
           -2.8      13.691734    0.047971523      12.101894    0.042418162      15.319872    0.054039314
           -2.6      17.516964    0.054149812      15.505188    0.047964814      19.561759    0.060827871
           -2.4       22.16297    0.060831149      19.656259    0.053990693      24.686864    0.068176762
           -2.2      28.172027     0.06845741      25.029007    0.060889945      31.307448    0.076538109
             -2      35.141181    0.076315411      31.273318    0.067992834      38.960715    0.085152517
           -1.8      43.938384    0.085224029      39.153637     0.07597438      48.627955    0.095230813
           -1.6      53.685559    0.093953359      47.907593    0.083942296      59.305586     0.10444146
           -1.4       65.03928     0.10441859      58.136957    0.093417069      71.664972     0.14024729
           -1.2      77.740932     0.11245848      69.507842     0.10068586      85.653416     0.12460663
             -1      90.927906     0.12126807      81.369555     0.10877443      100.05771     0.13452399
           -0.8      104.22083     0.12946682      93.321359      0.1160793       114.5827     0.14324729
           -0.6      115.81916       0.136124      103.73556     0.12211362      127.28047     0.15069511
           -0.4        125.094     0.14117449      112.07308     0.12665141      137.41602     0.15596382
           -0.2       130.3605     0.14399091      116.80429     0.12918218      143.17568      0.1592187
              0      130.33461     0.14395916      116.77669      0.1291633      143.15542     0.15929096
            0.2      125.40147     0.14135684      112.34069      0.1267785      137.76978     0.15634295
            0.4      116.10227     0.13628315      103.99797      0.1222502      127.58343     0.15069623
            0.6      104.18976     0.12942405      93.285471     0.11603998      114.56896     0.14312796
            0.8      90.952007     0.12128201      81.381296     0.10869181      100.10543     0.13428698
              1      77.655715     0.11242782      69.447367     0.10065795      85.530252      0.1246835
            1.2       65.25452     0.10330485      58.291771    0.092428757      71.983384     0.11467959
            1.4      53.762648    0.094012604      47.976608    0.083997938      59.391416     0.10442235
            1.6      43.847943    0.085084558      39.081974    0.075938897      48.515934    0.094777868
            1.8      35.322498    0.076559786      31.444582    0.068219786      39.146322    0.085903532
              2      28.134907    0.068417386      24.992759    0.060818351      31.269483    0.076563721
            2.2      22.213591    0.060915236      19.703009    0.054049526      24.738414    0.068419381
            2.4      17.494147    0.054132501      15.497544    0.048071717      19.514087    0.061967855
            2.6      13.673956    0.047937805      12.090643    0.042392734       15.29255    0.054317348
            2.8       10.61743    0.042281519      9.3665903    0.037307675      11.910225    0.047830522
              3      8.1986095    0.037221996        7.21988    0.032777366      9.2183532    0.042164776
            3.2      6.2478656    0.032511122      5.4971328    0.028596999      7.0338792    0.036922549
            3.4      4.8076604    0.028552897      4.2217337    0.025072529      5.4261968    0.032542476
            3.6      3.6101676    0.024777343      3.1649602    0.021702831      4.0829728     0.02831841
            3.8       2.719866    0.021567662      2.3819322     0.01886532      3.0805162    0.024786051
              4       2.719866    0.021567662      2.3819322     0.01886532      3.0805162    0.024786051
