#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.474465    0.054836367      15.579988    0.048905183      19.297841    0.061119599
            0.2      49.022204    0.090932005      43.692344    0.081082443      54.174955     0.10130927
            0.4      72.371997     0.10956854       64.51585    0.097774413       79.97788     0.12194341
            0.6      87.220318      0.1196105      77.770969     0.10675461      96.374909     0.13304243
            0.8      95.766497     0.12482635      85.413839     0.11146715      105.79747     0.13875415
              1      100.51482     0.12753077      89.661675     0.11390767      111.03431     0.14170175
            1.2      103.70503     0.12934118      92.548611     0.11568007      114.50508     0.14532447
            1.4      107.24035     0.13118942      95.702078      0.1172759      118.43123     0.14579005
            1.6      111.20141      0.1333406       99.27072     0.11921223      122.76692     0.14801404
            1.8      117.52028      0.1367236       104.9455     0.12230202      129.70607     0.15166874
              2       125.7426     0.14103015       112.3525     0.12621751      138.69298     0.15635553
            2.2      137.83715     0.14708861      123.23778     0.13172318      151.92408     0.16298219
            2.4      153.08932     0.15432296      137.00285     0.13838404      168.53987     0.17116081
            2.6      172.09116     0.16272736      154.12623     0.14596312      189.26986     0.18043221
            2.8      193.08656     0.17135172      173.02826     0.15378027      212.19248     0.18976924
              3      188.78937     0.17037241       169.1683     0.15274273      207.43337     0.20326434
            3.2      61.977116     0.10077599      55.126979    0.089654149      68.701733     0.11396605
            3.4      23.055314    0.062171328       20.29815    0.054684763      25.882346    0.070618045
            3.6      9.8521459    0.041018722      8.5929246    0.035701352        11.1876    0.047920862
            3.8      4.3489799    0.027479788      3.7601558    0.023653106      4.9915344    0.032052619
              4      1.9828922    0.018561724      1.6998807      0.0158479      2.2997122    0.021874271
            4.2     0.88138764    0.012498662     0.75090775     0.01058311      1.0294301    0.014856522
            4.4     0.38739044   0.0083500226     0.32788035   0.0070123846     0.45610511    0.010045918
            4.6     0.17843289   0.0056249277     0.14966083   0.0047115323      0.2124464   0.0067560678
            4.8    0.068623217   0.0034416272     0.05724758   0.0028648331    0.082198381   0.0041645288
              5    0.068623217   0.0034416272     0.05724758   0.0028648331    0.082198381   0.0041645288
