#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      11.658254    0.044915017      10.392252    0.040055761      12.870411    0.050000956
            0.2      33.247867    0.075297101      29.642506    0.067143255      36.702625    0.083844503
            0.4      51.070419    0.092675963      45.530274    0.082682045      56.394595       0.103108
            0.6      64.919048     0.10392606      57.906735    0.092830033      71.653474     0.11606687
            0.8      75.522208     0.11163526      67.381664    0.099692967       83.35386     0.12436049
              1      83.611834     0.11808775      74.639394     0.10542876      92.220548     0.15206588
            1.2      90.949904     0.12163616      81.177685     0.10871475      100.37867     0.13500351
            1.4      97.617057     0.12565824      87.151602     0.11235228      107.72081     0.13946648
            1.6      104.83192     0.12980714       93.62963     0.11610446      115.64215     0.14396906
            1.8      113.12394     0.13440967      101.09117     0.12037324      124.72193     0.14909805
              2      122.77052     0.13953746      109.75132     0.12493804      135.31905     0.15453928
            2.2      135.44272     0.14595283      121.16073     0.13080086      149.16862     0.16165954
            2.4      150.71079     0.15329158      134.93531     0.13755354      165.80267     0.17100086
            2.6      170.10194     0.16189604      152.39056     0.14527358      186.99644      0.1792043
            2.8      191.86209     0.17087391      171.98617     0.15341111        210.749     0.18909612
              3      194.12391     0.17180161      173.99165     0.15416149      213.24766     0.19017861
            3.2      93.861278     0.12276437      83.702747     0.10953591       103.7936     0.13698451
            3.4       52.30111     0.09265894       46.42472    0.082296479      58.188272     0.10405928
            3.6      32.554451     0.07358543      28.779794    0.065050213      36.412999    0.083053938
            3.8      21.065425    0.059419038      18.564618    0.052371701      23.660803    0.067272565
              4      14.007923    0.048602937       12.30683    0.042697772      15.799126    0.055203752
            4.2      9.4153684    0.039947974      8.2562063    0.035013083      10.645505    0.045554692
            4.4      6.4833854    0.033260033      5.6667945    0.029044655      7.3623484    0.038081649
            4.6      4.3648752    0.027306917      3.8112395    0.023829506      4.9635031     0.03129715
            4.8      3.0458186    0.022842084      2.6545738    0.019890533      3.4713789    0.026310546
              5      3.0458186    0.022842084      2.6545738    0.019890533      3.4713789    0.026310546
