# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      2.7124849    0.021465675      2.3731887    0.018778858      3.0763314    0.024551493
           -3.8      3.5951775    0.024709314      3.1480942    0.021635184      4.0727402    0.028167815
           -3.6      4.7630971    0.028401465      4.1787396    0.024921512      5.3826971    0.032305052
           -3.4       6.247979    0.032535413      5.4971541    0.028601223      7.0327526    0.037094245
           -3.2      8.2347357    0.037268363      7.2544532    0.032839452      9.2540654    0.042191668
             -3      10.624086     0.04226608      9.3759374    0.037316537      11.911019    0.047669978
           -2.8      13.591235    0.047764535      12.010086    0.042228169      15.211131    0.053912007
           -2.6      17.550507    0.054174531      15.537044    0.047992917      19.595798    0.060842311
           -2.4      22.275328    0.060953669      19.752057    0.054096124      24.818272     0.06829852
           -2.2      28.058785    0.068320771      24.928539    0.060741489      31.179262    0.076383004
             -2      35.155647    0.076325106      31.282733    0.068013218       38.98639    0.085154774
           -1.8      43.664172    0.084907059      38.903739    0.075734646      48.336823    0.094537585
           -1.6      53.691662    0.093956639      47.909705     0.08392942      59.317824     0.10443863
           -1.4      65.102725     0.10318133       58.16075    0.092321279       71.80942     0.11445163
           -1.2      77.717801     0.11244182      69.495146      0.1006808      85.615225     0.12456907
             -1        91.1264     0.12140318      81.551022     0.10884897      100.27423     0.13458056
           -0.8      104.37046     0.12954053      93.455742     0.11614965      114.75221     0.14328795
           -0.6      116.04413     0.13717867      103.98968     0.12298888      127.42272     0.16999998
           -0.4      125.48516     0.14140244      112.41522     0.12685153      137.86473     0.15627452
           -0.2      130.52217     0.14406811      116.95989     0.12927137      143.32991     0.15931199
              0      130.26472     0.14393945       116.7214     0.12919135      143.06849     0.15918708
            0.2      124.98139     0.14115421      111.98531     0.12662262      137.26692     0.15622095
            0.4      115.89143     0.13616898      103.80546      0.1221194      127.35543     0.15056942
            0.6      104.31873     0.12954838      93.405738     0.11619399      114.69866     0.14404795
            0.8      90.966308     0.12132375      81.400716     0.10869712      100.10531     0.13453702
              1      77.607218     0.11242908      69.407855     0.10082746      85.474221     0.12651409
            1.2      64.892643     0.10303767      57.964553    0.092145672      71.590222     0.11435356
            1.4       53.93031    0.094165677      48.125727     0.08415888      59.578588     0.10465407
            1.6      43.759482    0.085013604      38.993839     0.07582942      48.432153    0.094732334
            1.8      35.237551    0.076410324      31.348988    0.068051475      39.084752    0.085193276
              2      28.091581    0.068378241      24.958527    0.060793053      31.214014    0.076512541
            2.2      22.373077    0.061126553        19.8482    0.054246355      24.908652    0.068796356
            2.4      17.530177    0.054243347      15.522709    0.048005654      19.564975    0.061500885
            2.6      13.660547    0.047883451      12.072653    0.042346825      15.287515    0.053979033
            2.8      10.579929    0.042171853      9.3284049    0.037213842      11.876378    0.047622495
              3       8.137733    0.037084927      7.1680827    0.032652437      9.1452436    0.042083766
            3.2         6.2263    0.032452323      5.4781961    0.028546754      7.0085866    0.036823138
            3.4        4.81105    0.028547348      4.2196408    0.025048633      5.4399232    0.032455736
            3.6      3.6241542     0.02482457      3.1732127    0.021713005      4.1051821    0.028366696
            3.8      2.7678278    0.021697534      2.4193563    0.018968172      3.1428759    0.024779909
              4      2.7678278    0.021697534      2.4193563    0.018968172      3.1428759    0.024779909
