#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.5654108    0.027654743      4.0521363    0.024570087      5.1078652    0.031198262
            0.2      13.227121    0.046606911      11.798155    0.041646502       14.69303    0.052005116
            0.4      21.083007    0.058523153      18.856944    0.052440497      23.322272    0.065038278
            0.6      28.073765    0.067311453      25.145479    0.060395845      30.982461    0.074584857
            0.8      34.416737    0.074401491      30.858412    0.066819274      37.920034       0.082387
              1      40.794966     0.08090954      36.571951    0.072675053      44.939284     0.08942389
            1.2      47.527232    0.087284867      42.598898    0.078392991      52.351854    0.096410032
            1.4      55.746999    0.094516825      49.969881    0.084896163      61.377769     0.10463533
            1.6      66.129162     0.10285858      59.256371    0.092342226      72.813238     0.11363905
            1.8       80.44727     0.11326308      72.079994     0.10167516      88.552674     0.12507131
              2      100.72208     0.12636132      90.242806     0.11340947      110.81778     0.13955198
            2.2      130.70583     0.14312933      117.13369     0.12857714      143.68653     0.15813078
            2.4      173.94889     0.16438225      155.94153     0.14752282      191.00435     0.19647878
            2.6      234.69413     0.18744429      210.39905     0.16832943      257.55399      0.2069198
            2.8      312.76849     0.21216638      280.40617     0.19050836      342.99155     0.23419588
              3      347.86036     0.22199647      311.51643     0.19909214      381.83398     0.24600335
            3.2      134.46956     0.14703067       118.7957     0.13010477       150.1675      0.1682357
            3.4      56.361796    0.097586216      49.043616    0.084813523      64.155532     0.11259768
            3.6      26.095595    0.067208039      22.428025    0.057647882      30.157903    0.079126405
            3.8       12.64368    0.047299122      10.739531    0.040002088      14.820102    0.056372706
              4      6.3367084    0.033990363       5.329811    0.028358543      7.5127638    0.041601493
            4.2      3.2560735    0.024658408      2.7147639    0.020430473      3.9000536    0.030148378
            4.4      1.7368501    0.018468953      1.4389852    0.015186112      2.0947441    0.022737245
            4.6     0.90040611    0.013455837     0.73909974     0.01098534      1.0981854    0.016663985
            4.8     0.47613917    0.010131916     0.38881754   0.0082376658     0.58396928    0.012653338
              5     0.47613917    0.010131916     0.38881754   0.0082376658     0.58396928    0.012653338
