#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3337937    0.023979164      2.9790047    0.021467685      3.6843454    0.026629135
           -3.8       4.742361    0.028548128      4.2382003    0.025564779      5.2395733    0.031691739
           -3.6      6.8468306    0.034239495      6.1162065     0.03065076      7.5671743    0.037999582
           -3.4      9.7202038     0.04076553      8.6866722    0.036498788      10.737387     0.04522718
           -3.2      13.537645    0.048032857      12.088122    0.042973722      14.970943    0.053325069
             -3      18.238991     0.05560749      16.289584    0.049764977       20.15926    0.061733079
           -2.8      24.211153    0.063906193      21.622188    0.057182576      26.758077    0.070980473
           -2.6      31.145625    0.072309944      27.817089    0.064697414      34.412289    0.080257861
           -2.4      38.956856    0.080670855      34.782171    0.072148711      43.058137    0.089580396
           -2.2       47.36721    0.088644808      42.301689    0.079303174      52.326501    0.098428529
             -2      55.646869    0.095817435      49.688893    0.085673292       61.46704     0.10647049
           -1.8      63.407075     0.10204168      56.628929    0.091263367      70.004956     0.11340603
           -1.6      70.531346     0.10736576      63.019165    0.096157428      77.799049     0.12002307
           -1.4      76.068348     0.11126521      67.952879    0.099494871      83.908842      0.1234876
           -1.2      80.061181     0.11399009       71.51541     0.10196383      88.294437     0.12657243
             -1      82.523474     0.11563408      73.726989     0.10345431      90.955937      0.1285743
           -0.8      83.746674     0.11645328      74.822363     0.10415845      92.273509     0.12958226
           -0.6      83.767568     0.11647874      74.851843      0.1041669      92.261203     0.12947396
           -0.4      83.408522     0.11620425      74.512175     0.10388978      91.881565     0.12890655
           -0.2      83.168856     0.11607006      74.315505     0.10377682      91.579629     0.12891622
              0      83.232702     0.11610178      74.357285     0.10382227      91.674871     0.12877432
            0.2      83.369563     0.11621963      74.492072     0.10391569      91.819628     0.12907039
            0.4      83.886616       0.116622      74.947344     0.10438252      92.411645     0.13127782
            0.6      83.683652     0.11642959      74.750924     0.10410207       92.23395     0.12922846
            0.8      82.811569     0.11585692      73.980189     0.10363282      91.283766     0.12866467
              1       80.17961     0.11412119       71.61784     0.10203645        88.4268     0.12676646
            1.2      76.312455     0.11147839      68.144917     0.09967105      84.222131     0.12374617
            1.4      70.399156     0.10729587       62.85865    0.095910194      77.728614     0.11915088
            1.6      63.733852     0.10232174      56.913512    0.091504146      70.377576     0.11361862
            1.8       55.57765    0.095815636      49.617571    0.085664415      61.408287     0.10636298
              2      47.214831    0.088586996      42.164664    0.079228589      52.156977    0.098570858
            2.2      38.868806    0.080601015      34.698331    0.072082695       42.96749     0.08960317
            2.4      31.143513    0.072353614      27.798048    0.064702629      34.442682    0.080448308
            2.6      24.136155     0.06385125       21.54253    0.057097218      26.695838     0.07098418
            2.8      18.339171    0.057982251      16.407725    0.051668453      20.207294    0.099407707
              3      13.472826    0.047932534      12.030645    0.042887994      14.897431    0.053246051
            3.2      9.7399828     0.04089903      8.6970373    0.036511436      10.771602    0.046064186
            3.4      6.8271844    0.034252212      6.0963953    0.030635453      7.5500303    0.038093315
            3.6      4.7729178    0.028697238      4.2667887    0.025699617      5.2707127    0.031917841
            3.8      3.3086332    0.023892675      2.9560878     0.02138953      3.6576779    0.026521832
              4      3.3086332    0.023892675      2.9560878     0.02138953      3.6576779    0.026521832
