# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.4200132    0.033067913      5.6826972    0.029304703      7.1700726    0.037066324
            0.2      18.273527    0.055594961      16.158028    0.049208087      20.435842    0.062364852
            0.4      27.472222    0.067961916       24.27808    0.060141163      30.739269    0.076363965
            0.6      34.037768    0.075468197      30.070403    0.066728374      38.093092    0.084788683
            0.8      38.234186    0.079817983      33.767638     0.07055896      42.799297    0.089703446
              1      41.221134    0.082738181      36.395882    0.073175389      46.144047    0.093223909
            1.2      43.735301    0.085104764      38.617323    0.075206846      48.949752    0.095709419
            1.4      47.060925    0.088142905      41.562574    0.077923802       52.64602    0.099069599
            1.6      51.730724    0.092277618      45.711079    0.081603778      57.828475      0.1036708
            1.8      59.630724    0.098900529      52.745964     0.08769879      66.556609     0.11322929
              2      71.566929     0.10792332      63.350534    0.095625107      79.799249      0.1212428
            2.2      91.057088     0.12109852      80.682226     0.10738851      101.39401     0.13561011
            2.4      124.23662     0.14019794      110.23683     0.12454809      138.08392     0.15706209
            2.6      186.09952     0.16868794       165.4687     0.15015817       206.3137     0.18819932
            2.8      324.85363     0.21408809      289.89887      0.1913107      358.55506     0.23829385
              3      598.11265     0.26625589      539.34849     0.24059495      652.30045      0.2933018
            3.2      136.68152     0.14788352      123.32927      0.1334743      148.92303     0.17993926
            3.4      26.674026    0.066657205      23.994691    0.059995658      29.166933    0.073531862
            3.6      6.2450814    0.032307376      5.6154461    0.029092186      6.8293052     0.03580422
            3.8      1.5631307    0.016196918      1.4102037    0.014591983      1.7014051    0.018782394
              4     0.40610395   0.0081749839     0.36718589   0.0074076267     0.44045621   0.0089191432
            4.2     0.10433497   0.0041212533    0.094615752   0.0037481751     0.11273863   0.0044736048
            4.4    0.030315875   0.0022206558    0.027649767   0.0020195731    0.032384762   0.0024019582
            4.6   0.0085601826    0.001170865   0.0078318782   0.0010719439   0.0091126778   0.0012585849
            4.8   0.0024265652  0.00062854989   0.0022500391  0.00058347633   0.0025254652  0.00065706536
              5   0.0024265652  0.00062854989   0.0022500391  0.00058347633   0.0025254652  0.00065706536
