# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      11.578945    0.044786751      10.326798    0.039927434      12.770763     0.05011604
            0.2      33.035058    0.075074369      29.455203    0.066953167       36.46301    0.083669399
            0.4      50.671094    0.092343698      45.169813    0.082388239      55.960659     0.10283698
            0.6      64.339823     0.10348898      57.367543     0.09234211      71.056149     0.11506415
            0.8       75.00309     0.11123515      66.903692    0.099333489      82.804898     0.12361361
              1       83.43101     0.11690512      74.430914     0.10441912       92.11845     0.12988971
            1.2      90.419654     0.12133006      80.705005     0.10842849      99.788743     0.13479972
            1.4       97.50902      0.1256551      87.059405     0.11246375      107.59062     0.14133004
            1.6      104.44782     0.12959439      93.287758     0.11591961        115.219     0.14370658
            1.8      112.83448     0.13425283      100.82595     0.12017699      124.41046      0.1488325
              2      122.89276      0.1396075      109.85998     0.12501003      135.44867     0.15455463
            2.2      135.53021     0.14599475      121.23372     0.13081306      149.27334     0.16156513
            2.4      151.43708     0.15359853      135.58365     0.13780595      166.61204     0.17022741
            2.6      170.48981     0.16206362      152.73019     0.14539836      187.43805     0.17947209
            2.8      192.59617     0.17114176      172.64818     0.15364478      211.54731     0.18918092
              3      194.59655     0.17268332      174.45332     0.15491119      213.68743     0.20586934
            3.2      94.355384     0.12305787      84.154879     0.10982707      104.31884     0.13739926
            3.4      52.670941    0.092977788      46.757836    0.082577266      58.592335     0.10436556
            3.6      32.504107    0.073519136       28.74861    0.065102986      36.335513    0.083618499
            3.8      21.090087    0.059455076        18.5818    0.052394199      23.697789    0.067312878
              4      13.959343    0.048556914      12.270353    0.042679091      15.733351    0.055751622
            4.2      9.4491436    0.040088149      8.2867472     0.03512792      10.682866    0.045728521
            4.4      6.4231404    0.033106438      5.6208056    0.028946233      7.2821492    0.037887666
            4.6      4.4038132    0.027437484      3.8466028    0.023945178      5.0055793    0.031463984
            4.8      3.0372606     0.02280935      2.6505283    0.019890856      3.4562885    0.026168426
              5      3.0372606     0.02280935      2.6505283    0.019890856      3.4562885    0.026168426
