#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.09398483   0.0040941305    0.079014835   0.0034079954      0.1114584   0.0049823037
           -3.8     0.17718856    0.005511513      0.1484387   0.0045981986      0.2112731   0.0066585082
           -3.6      0.3084841   0.0073075045      0.2603408   0.0061488159     0.36461105   0.0088737587
           -3.4     0.56505431   0.0098858337      0.4800768   0.0083574498     0.66219005    0.011786964
           -3.2     0.99526461    0.013143018     0.85005676    0.011178073      1.1591391     0.01561236
             -3      1.6654084    0.016950826      1.4301743    0.014499438       1.927519    0.019914807
           -2.8      2.7413191    0.021667273      2.3658663    0.018635902      3.1529471    0.025408434
           -2.6      4.4075777    0.027466529      3.8286492    0.023781602      5.0288704    0.031929903
           -2.4      6.9677245    0.034376094      6.0822556    0.029959634      7.9037344    0.039422791
           -2.2      10.793298    0.042660907      9.4699629    0.037414641      12.167004    0.048655814
             -2      16.321011    0.052324203      14.382053    0.046100771      18.301034    0.059178437
           -1.8      24.323544    0.063679985      21.533335    0.056390101      27.118952    0.071712294
           -1.6      35.554196    0.076709519      31.588524    0.068194891      39.467608     0.08572684
           -1.4      50.764125    0.091317674      45.233656    0.081442574      56.151193     0.10175638
           -1.2      70.657033      0.1072288       63.08885    0.095890475      77.968088     0.11901555
             -1      95.467251     0.12493436      85.383087     0.11178584       105.1167     0.15799157
           -0.8      123.84928     0.14023295       110.8312     0.12569698      136.30877     0.15538046
           -0.6      152.67866     0.15461549      136.67869     0.13862399      167.96957     0.17111657
           -0.4      177.71111     0.16580535      159.09588      0.1486827      195.51928     0.18370732
           -0.2      191.74511     0.17163361      171.67556     0.15389344      210.92636     0.18993197
              0      191.64438     0.17160084       171.5878      0.1538981      210.81694     0.18995599
            0.2      177.15591     0.16557446      158.61393     0.14844285       194.8722      0.1834025
            0.4      152.72493     0.15465098      136.71538     0.13866925       168.0313     0.17171196
            0.6      123.81522     0.14021054      110.78504      0.1256316      136.30025     0.15527953
            0.8      95.570534     0.12405502      85.453651     0.11117225      105.28234     0.13925916
              1      70.590763     0.10719519       63.02471    0.095842565      77.901568     0.11916004
            1.2       50.82649    0.091380841      45.291374    0.081518696      56.218337     0.10176758
            1.4      35.552922    0.076718925      31.582812    0.068194905      39.470922    0.085820191
            1.6      24.443647    0.063871905      21.639017    0.056552224      27.251565    0.071804237
            1.8       16.38219    0.052435977      14.435068    0.046172268      18.369981    0.059424368
              2      10.837295    0.042828335      9.5079163    0.037519079      12.216694    0.048953291
            2.2      7.0238206     0.03468951      6.1383551    0.030239641      7.9536615    0.041151755
            2.4       4.417705    0.027455284      3.8354269    0.023822409      5.0442533    0.031917968
            2.6      2.7098915    0.021606419      2.3398747    0.018586587       3.115142    0.025244368
            2.8       1.661826    0.016906764      1.4268051    0.014474951      1.9239711    0.019850298
              3     0.98478432    0.013012581     0.84138044    0.011087225      1.1468392    0.015339543
            3.2     0.58178678    0.010011698     0.49368205   0.0084813921     0.68320454    0.011909647
            3.4     0.30755901    0.007290425     0.25943202   0.0061326211     0.36360573    0.008717891
            3.6     0.16572184   0.0053956208     0.13918043     0.00451505     0.19712579   0.0065004186
            3.8    0.094224652   0.0040679213    0.078947961   0.0033890968     0.11226354   0.0049277955
              4    0.094224652   0.0040679213    0.078947961   0.0033890968     0.11226354   0.0049277955
