#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0014672261  0.00051891648   0.0012790957  0.00045276352   0.0016569739  0.00058702844
           -3.8    0.011658948   0.0015024202    0.010276474   0.0013462219    0.013050377   0.0016571859
           -3.6     0.08081087   0.0038327884    0.070877396   0.0033736027    0.090916039   0.0043496442
           -3.4     0.35132178    0.007934909     0.30827014   0.0069811711     0.39514724   0.0090067449
           -3.2      1.0160458    0.013496742     0.89665435    0.011922405      1.1332716    0.015250676
             -3      2.5069098    0.020989068      2.2202807    0.018632314      2.7856888    0.023520388
           -2.8      5.2553969    0.030337287      4.6678425     0.02698195      5.8229446    0.033901049
           -2.6      9.7512682    0.041124461      8.6834924    0.036676002      10.777031    0.045798005
           -2.4        16.0862    0.052557763      14.357011    0.046978385       17.73795    0.058428875
           -2.2      24.723186    0.064880804      22.097883     0.05808263      27.227601    0.071994308
             -2      35.260821    0.077112113      31.523754    0.069040355      38.842466    0.085566802
           -1.8      47.471583    0.089026785      42.449652    0.079734469      52.292449    0.098896417
           -1.6      60.814776     0.10024371      54.385249    0.089803081      66.996719     0.11179931
           -1.4      74.824252     0.11060693      66.905931    0.099082469      82.449766     0.12294357
           -1.2      88.741623     0.11982525      79.329708     0.10725146      97.822951     0.13290624
             -1      101.97078     0.12788904      91.121672     0.11447567      112.45505     0.14221448
           -0.8      113.38718     0.13434674      101.28153      0.1201626      125.09688     0.14925866
           -0.6       122.8818      0.1394325      109.74047     0.12467239      135.59487     0.15490819
           -0.4      129.59005     0.14288015      115.69197     0.12768586      143.05173     0.15884864
           -0.2      132.70606     0.14445255      118.47133     0.12908362      146.48688     0.16054116
              0      132.86404     0.14452591      118.59593     0.12916012      146.69131     0.16045683
            0.2      129.46514      0.1428907      115.60501     0.12781501      142.87342     0.16034239
            0.4      122.95022     0.13949957      109.77512      0.1246907      135.72052     0.15486747
            0.6      113.76817     0.13459015      101.61529     0.12036749      125.53299     0.14955491
            0.8      101.87043     0.12787075      91.008828     0.11437643      112.38091     0.14184724
              1      88.893574     0.11999408      79.441577     0.10737688      98.027922     0.13314068
            1.2      74.815266      0.1106474      66.865672    0.099007561      82.494845     0.12282321
            1.4      60.916642     0.10033991      54.459547    0.089844642      67.138744     0.11130538
            1.6      47.363456    0.088966181      42.337383    0.079631158       52.20218    0.098638002
            1.8      35.230529    0.077164261      31.493034    0.069062627      38.814251    0.085760737
              2      24.785665    0.066916377      22.166585    0.059619428      27.260884     0.10612626
            2.2      16.103293    0.052619127      14.364326    0.047054108      17.770411     0.05864573
            2.4      9.7297426    0.041109565      8.6629162    0.036637993      10.755728    0.045976277
            2.6      5.2697192     0.03040984      4.6853836    0.027164714      5.8287611    0.034216587
            2.8      2.5319782    0.021347079      2.2431645    0.018772538      2.8120956    0.025140798
              3      1.0466227    0.013618004     0.91973337    0.012006465      1.1744822    0.015394486
            3.2     0.33238115   0.0077361567     0.29270163   0.0068310884     0.37213624   0.0087122456
            3.4    0.074835143   0.0036817441    0.065186987   0.0032168868    0.084966688   0.0042094965
            3.6    0.013411922   0.0015916899    0.011800696   0.0014161054    0.014993483   0.0017706094
            3.8   0.0012817435  0.00054613354   0.0011359217  0.00048621831   0.0014157522   0.0005992902
              4   0.0012817435  0.00054613354   0.0011359217  0.00048621831   0.0014157522   0.0005992902
