#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.32207773   0.0010479942     0.28659543  0.00093372082      0.3576886   0.0011677589
             10     0.94056283   0.0017764212     0.83700737   0.0015829983      1.0444541   0.0019789815
             20      1.4899829   0.0022194903      1.3263037   0.0019790315      1.6538857   0.0024724303
             30       1.936883   0.0025150632      1.7244605   0.0022423895      2.1492329   0.0028003094
             40      2.2618443   0.0027047615       2.014399   0.0024131097      2.5085581   0.0030142856
             50      2.4644326   0.0028143097      2.1953773   0.0025109893      2.7320683   0.0031359106
             60       2.550005   0.0028580085      2.2726423   0.0025508319      2.8248198   0.0031794365
             70      2.5385589   0.0028502658      2.2633623   0.0025453756      2.8102947   0.0031726599
             80      2.4553957   0.0028040806      2.1899716   0.0025048865       2.716537   0.0031152645
             90      2.3222264   0.0027295234      2.0717825   0.0024399877      2.5677407   0.0030356633
            100      2.1512787    0.002631605      1.9203793   0.0023537015      2.3765739   0.0029300821
            110      1.9664811   0.0025199364      1.7562145   0.0022539382       2.170662   0.0027943924
            120      1.7736853    0.002397488      1.5847627   0.0021453917        1.95631   0.0026573245
            130      1.5913507   0.0022742998      1.4225846   0.0020362514      1.7536321   0.0025194535
            140      1.4150864   0.0021706855      1.2660437   0.0019413046      1.5570032   0.0028418273
            150      1.2521753    0.002022852      1.1200409   0.0018124066       1.378146   0.0022406857
            160      1.0989966    0.001897276     0.98372998   0.0017009471       1.208123   0.0021002938
            170     0.97112616   0.0017849371     0.86954608    0.001600963      1.0668453    0.001978512
            180     0.85015912   0.0016718651     0.76151822   0.0014991821     0.93327623   0.0018505799
            190     0.74421946   0.0015644723     0.66671638   0.0014033579     0.81668286   0.0017281802
            200     0.65275664   0.0014672882     0.58543082   0.0013214293     0.71488286   0.0016815172
            210     0.57331421   0.0013743077       0.514013   0.0012332119     0.62814574   0.0015181373
            220     0.49871157    0.001281065     0.44711234   0.0011498274     0.54625332    0.001416049
            230     0.44077079   0.0012041744     0.39551596   0.0010846932     0.48205279   0.0013382045
            240     0.38696581   0.0011277976     0.34717393   0.0010131478     0.42323168   0.0012451874
            250     0.34109533   0.0010586655     0.30620269  0.00095127913     0.37263722   0.0011675832
            260     0.29826205  0.00098976975     0.26774309  0.00088904904     0.32581605   0.0010941306
            270     0.26418821  0.00093112649     0.23723444  0.00083691815     0.28834717   0.0010286613
            280     0.23189675  0.00087193584     0.20828943  0.00078349874      0.2529296  0.00096544038
            290     0.20524968  0.00082120089     0.18449892  0.00073708382     0.22354828  0.00091460069
            300     0.18145523  0.00077247143     0.16313488  0.00069258101     0.19752701  0.00086919718
            310      0.1607336  0.00072598117     0.14455607  0.00065211249     0.17483186  0.00080463512
            320     0.14120346  0.00067965986     0.12701902  0.00061086721     0.15350341  0.00075293069
            330     0.12573432  0.00064043438     0.11305181  0.00057540436     0.13673833  0.00071000274
            340     0.11327838  0.00060829845     0.10183418  0.00054611598     0.12319836  0.00067381935
            350     0.10119313  0.00057439418    0.091154191  0.00051650356     0.10969063  0.00063598427
            360    0.089219498  0.00053875995    0.080297831  0.00048470072    0.096826728  0.00059433641
            370    0.079778277  0.00050947271    0.071879135  0.00045828931    0.086401143  0.00056755361
            380    0.071330052  0.00048135877    0.064202671  0.00043294062    0.077370328  0.00053102747
            390    0.063760904  0.00045467343     0.05741929  0.00040942472    0.069086733  0.00050285444
            400    0.056525868  0.00042968644    0.050980381  0.00038525481    0.061054598  0.00048672413
            410    0.050891125  0.00040642237     0.04586654  0.00036549386    0.055049358  0.00044895487
