#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      95.759383     0.12517144      85.250041      0.1115021      105.99287     0.13963448
            0.2      94.798737     0.12446189      84.411008     0.11095166      104.91216     0.13884668
            0.4      93.711559     0.12370011      83.444549     0.11035052      103.71641     0.13963049
            0.6      92.627435     0.12282539      82.505118     0.10950647      102.49546     0.13682124
            0.8      92.585001     0.12266084      82.499764     0.10943258      102.40415     0.13659274
              1      93.505967     0.12310382      83.349459     0.10988227      103.39792     0.13698431
            1.2      95.863293     0.12447008      85.480604     0.11115825      105.96953      0.1385356
            1.4      100.62968     0.12724132      89.757344     0.11364749      111.20953     0.14134735
            1.6      106.46404     0.13057136      95.017575     0.11670466      117.58977     0.14494249
            1.8      114.73726     0.13516048       102.4664     0.12090619      126.63109     0.15006239
              2      125.80538     0.14104237      112.41576     0.12622308      138.76482      0.1565034
            2.2      140.43978     0.14837023      125.58437     0.13291732      154.76447      0.1646779
            2.4      158.21226      0.1566612      141.59165     0.14046042      174.17077     0.17417349
            2.6      179.19062     0.16576051      160.44001     0.14860296      197.14093     0.18397715
            2.8      200.47408     0.17503588      179.63019     0.15693042      220.30062     0.20832481
              3      150.65512      0.1533143      134.98162     0.13749034      165.56747     0.16978672
            3.2      150.65512      0.1533143      134.98162     0.13749034      165.56747     0.16978672
