#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3701093    0.024106583      3.0090373    0.021562246      3.7198777    0.026726964
           -3.8      4.9529695    0.029203956       4.426117    0.026148694      5.4617815    0.032303762
           -3.6      7.0245654    0.034780055      6.2837283    0.031158047      7.7357424     0.03859185
           -3.4      9.8941063    0.041196429      8.8441238    0.036894749      10.907799    0.045586241
           -3.2      13.789994    0.048566225      12.328429     0.04349989      15.201437     0.05372248
             -3      18.513651    0.056184178      16.560073    0.050341621      20.395718    0.062234259
           -2.8      24.405892    0.064362312      21.825247    0.057660681       26.89804    0.071311027
           -2.6      31.268698    0.072665539        27.9684    0.065109321      34.451379    0.080481081
           -2.4      38.785389    0.080726695      34.699732    0.072409809      42.722818     0.09007808
           -2.2      47.078565    0.088639194      42.112257    0.079410805      51.870294    0.098263175
             -2      55.489738    0.095898883      49.620949    0.085877442      61.156783     0.10639166
           -1.8      63.262259       0.102066      56.558009    0.091382701      69.737173     0.11309885
           -1.6      70.007994     0.10707504      62.570832    0.095900638      77.194148     0.11919755
           -1.4      75.597858     0.11096826      67.536792    0.099277546       83.39475     0.12302851
           -1.2      79.825053     0.11378264      71.284462     0.10172636      88.086409     0.12628253
             -1      82.449024     0.11548886      73.622151     0.10321447      90.974698      0.1284104
           -0.8      83.587839      0.1162206      74.618658     0.10393253      92.237482     0.13115818
           -0.6      84.046122     0.11641307      75.010083     0.10398573       92.76349     0.12954345
           -0.4      83.862745     0.11620869      74.816872     0.10378409      92.598571     0.12943339
           -0.2      83.381121     0.11591132      74.403618     0.10351676      92.029592      0.1293462
              0      83.530038     0.11601019      74.527467     0.10358572      92.213744     0.12930654
            0.2      83.694524     0.11615051      74.671803     0.10369982       92.40577     0.12929174
            0.4      83.709192      0.1161904      74.693582     0.10376076      92.419172     0.12919289
            0.6      83.554412     0.11620953      74.578051      0.1037765      92.227276      0.1294641
            0.8      82.313299     0.11541762      73.477792     0.10312941      90.858729     0.12829577
              1      79.898145     0.11390215      71.342944     0.10179388      88.178769       0.126584
            1.2      75.846363     0.11118745       67.76144    0.099496852      83.662377     0.12369454
            1.4      70.000724     0.10709537      62.555616    0.095851146      77.200223     0.11881152
            1.6      63.207151      0.1020546      56.496958    0.091390335      69.697502     0.11313328
            1.8      55.387704    0.095834282      49.520522    0.085816085      61.061686     0.10615208
              2      47.035729    0.088593275      42.045098    0.079329665      51.870654    0.098089371
            2.2      38.920647    0.080862505      34.802339    0.072431571      42.903375    0.089491666
            2.4       31.29307    0.072718825      27.989198     0.06515776      34.481144    0.080469755
            2.6      24.424306    0.064422728      21.839129     0.05770303      26.923229    0.071289169
            2.8      18.493319    0.056181302      16.536449    0.050323979      20.382655    0.062281645
              3      13.684294    0.048420925      12.236126     0.04338081      15.079873    0.053663163
            3.2      9.9545194    0.041358162      8.8986015    0.037039854       10.97443    0.045823263
            3.4      7.0494226    0.038248393      6.3222245    0.033810686      7.7219641    0.086717785
            3.6      4.9014953    0.029080014       4.380191    0.026038577      5.4054243    0.032202224
            3.8      3.4305398    0.024330829      3.0641423    0.021771243      3.7854647    0.026951508
              4      3.4305398    0.024330829      3.0641423    0.021771243      3.7854647    0.026951508
