# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      96.203532     0.12540206       85.64137     0.11171856       106.4917     0.13974134
            0.2      95.355829     0.12477758      84.893296     0.11118591      105.55423      0.1390528
            0.4      93.952493     0.12379272      83.687843     0.11040148      103.93252     0.13849994
            0.6      93.038952      0.1230754      82.891415     0.10984143      102.91446     0.13777394
            0.8      93.029816     0.12394778       82.93319     0.11048877      102.82431     0.15750972
              1       94.08738     0.12345561      83.861904     0.11019058      104.04879     0.13724483
            1.2      96.409285      0.1247829      85.964347     0.11142433      106.58219     0.13873728
            1.4      100.43491     0.12712539      89.593274     0.11356058      110.98295     0.14121552
            1.6      106.58954     0.13064488       95.13933     0.11677357      117.70789     0.14512631
            1.8      114.84408     0.13524052      102.55731     0.12099117      126.76112     0.15040293
              2      125.80997     0.14101733      112.42035     0.12623044      138.76502     0.15657683
            2.2      139.86795      0.1481081      125.08375     0.13273834      154.11728     0.16560273
            2.4      157.60206     0.15639305      141.01618     0.14014297      173.54803     0.17326295
            2.6      178.70475     0.16556078      159.99322     0.14844461      196.62474     0.18360381
            2.8      199.45414      0.1739788      178.66737     0.15599603      219.27632     0.19286997
              3      150.07489     0.15309133      134.48131     0.13730069      164.89644     0.16961596
            3.2      150.07489     0.15309133      134.48131     0.13730069      164.89644     0.16961596
