#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.4003143    0.028568954       3.338501    0.028086192      3.4797908    0.029235785
            0.2      9.9191151    0.048529826      9.7193158    0.047574498      10.178483    0.049820364
            0.4      16.227559    0.061988793      15.879272    0.060684067      16.677739    0.063727412
            0.6      22.307747     0.07258564      21.807387    0.070987367      22.951446    0.074703599
            0.8      28.816917      0.0823818      28.145195    0.080497058      29.673845    0.084854455
              1      35.541906    0.091365358       34.70553    0.089251118      36.602788    0.094115892
            1.2      43.002315     0.10034218      41.991631    0.098025331      44.275921     0.10333511
            1.4      52.152363     0.11026287      50.950305     0.10776864      53.659508     0.11347918
            1.6      64.297299     0.12211108      62.868439     0.11945043      66.079066     0.12552104
            1.8      80.122672     0.13584216      78.432145     0.13302423      82.214663     0.13941201
              2      102.01488     0.15252272      100.01459     0.14958371      104.47876     0.15622781
            2.2      133.73413     0.17338362      131.35718     0.17036921      136.65216     0.17719248
            2.4      178.74316     0.19836632      175.94633     0.19532802      182.16822     0.20217614
            2.6      242.01079     0.22740873      238.78272     0.22444619       245.9575      0.2311178
            2.8      324.92456      0.2583038      321.30002     0.25550277      329.33968     0.26180005
              3      373.47478     0.27379918      369.68273     0.27112141      378.03653     0.27711954
            3.2      195.33476     0.20740562      192.66431     0.20468143      198.45251     0.21066603
            3.4      116.71017     0.16350854      114.88551     0.16105143      118.83299     0.16643374
            3.6      76.459033       0.133715      75.184134     0.13159634      77.944326     0.13626527
            3.8       52.02589     0.11092829      51.128578     0.10909513      53.074456     0.11312719
              4      36.229186     0.09304167        35.5851    0.091459982      36.984541    0.094942888
            4.2      25.511848    0.078416969      25.040507    0.077040556       26.06601    0.080084131
            4.4      18.311857    0.066662236      17.969362    0.065478942      18.716617    0.068102573
            4.6       13.17096    0.056791733      12.917319    0.055757772      13.472622    0.058057629
            4.8      9.5030341    0.048426762      9.3158583     0.04753787      9.7277574    0.049537135
              5      9.5030341    0.048426762      9.3158583     0.04753787      9.7277574    0.049537135
