#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9250108    0.030628421      3.9070317    0.030490101      3.9446549    0.030780373
           -3.8      5.6312104    0.036679496       5.601939    0.036492771      5.6635663    0.036888647
           -3.6       8.149143    0.044088808      8.1030387    0.043844575      8.2018421    0.044372222
           -3.4      11.341676    0.051965119      11.269617     0.05164193      11.426811     0.05235398
           -3.2      15.655891    0.061013748      15.545226    0.060603368      15.792637    0.061545455
             -3      21.255478    0.071011888      21.089845    0.070470516      21.473446    0.071737437
           -2.8      28.040449    0.081455224      27.794327    0.080756571      28.367048    0.082400549
           -2.6      35.960094    0.092060177      35.602033    0.091167386        36.4346     0.09327464
           -2.4      45.222648     0.10304097      44.721754     0.10192472      45.878573     0.10453645
           -2.2      54.830453     0.11320366      54.161772     0.11185459      55.695677     0.11498819
             -2      64.608611     0.12263884      63.751072     0.12104763      65.700126     0.12471083
           -1.8      73.783377     0.13077619      72.731095     0.12895811      75.106011     0.13311671
           -1.6      82.357812     0.13795307      81.108941     0.13590947      83.907081     0.14054685
           -1.4      88.975527     0.14325044      87.543643     0.14102009      90.727493     0.14607173
           -1.2      94.446126     0.14743806      92.864276     0.14503972      96.356996      0.1504127
             -1      97.972987     0.15007556      96.266202     0.14754573      100.01629     0.15319466
           -0.8      99.687345     0.15137082      97.906728      0.1487525       101.8029     0.15458247
           -0.6      100.10433     0.15172593      98.280292     0.14904463      102.25409     0.15497016
           -0.4       100.1274     0.15174753      98.265598     0.14901324      102.31148     0.15504036
           -0.2      100.00614     0.15169755      98.134787     0.14894866       102.1956     0.15500119
              0      99.999406     0.15169816      98.123154     0.14894432      102.19691     0.15501263
            0.2      99.819728     0.15154045      97.964438     0.14880719      101.99749     0.15483547
            0.4      99.962767     0.15163155      98.135174     0.14894753      102.11912     0.15488708
            0.6      99.713016     0.15136755       97.93112     0.14873505      101.83217     0.15457463
            0.8      97.546229     0.14976756       95.85421     0.14725031      99.574084     0.15287434
              1      94.466774     0.14742965      92.890279     0.14504428      96.379534     0.15040906
            1.2       89.09082     0.14327946       87.66967     0.14106357       90.83352     0.14607559
            1.4      81.853929     0.13755332      80.614341     0.13552905      83.393828     0.14013788
            1.6      73.629429     0.13066894      72.585712     0.12886034      74.943902     0.13299894
            1.8      64.625242     0.12265093      63.775247     0.12107942      65.711107     0.12470816
              2      54.551941     0.11293813      53.891267     0.11160375      55.408858     0.11471092
            2.2      45.031369     0.10284185      44.536786     0.10173882      45.682293     0.10432497
            2.4      36.123361     0.09228075      35.767043    0.091391985      36.594719    0.093484058
            2.6      28.022898    0.081414138      27.777554    0.080720571      28.347973     0.08235383
            2.8      21.235854    0.070963634      21.065918    0.070411389      21.451656    0.071683009
              3      15.715504    0.061115665      15.600647    0.060679428      15.853033    0.061649546
            3.2        11.3266    0.051944841      11.251457    0.051610998        11.4118    0.052333934
            3.4      8.1183267    0.044018143      8.0710468    0.043766743      8.1705437    0.044299811
            3.6      5.6568845    0.036760914      5.6271122     0.03657116      5.6892173    0.036969561
            3.8      3.9421701    0.030688356      3.9234818    0.030545139       3.962241    0.030843881
              4      3.9421701    0.030688356      3.9234818    0.030545139       3.962241    0.030843881
