#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9430071    0.030878939      3.8489897    0.030195658      4.0353588    0.031598975
           -3.8      5.8257397    0.037545684       5.695884    0.036765867      5.9624022    0.038421522
           -3.6      8.2791725    0.044699654      8.1094939    0.043843636      8.4659905    0.045705617
           -3.4      11.626952    0.052899105      11.402946    0.051949489      11.888405    0.054086318
           -3.2      16.078188    0.062078282      15.785189    0.061003036       16.43551    0.063458647
             -3      21.746121    0.072019591      21.383196    0.070876949      22.216739    0.073578308
           -2.8      28.951839    0.082930702      28.477215    0.081608229       29.56759    0.084693684
           -2.6      37.216246    0.093863271      36.613328    0.092382134      37.989384    0.095812317
           -2.4      46.428194     0.10449911       45.68626     0.10287089       47.36679     0.10661293
           -2.2      56.261529     0.11477381      55.372316     0.11300783      57.373929     0.11703907
             -2      66.045478      0.1240382       65.01368     0.12214983      67.322539     0.12643479
           -1.8      75.185908     0.13207044      74.023546     0.13008736      76.609522      0.1345682
           -1.6      83.334049     0.13874883       82.05906     0.13668314      84.882427     0.14132769
           -1.4      89.449524     0.14356467      88.091265     0.14145014      91.082382     0.14618042
           -1.2      94.306136     0.14724766      92.889309     0.14509372      95.996793     0.14987922
             -1      96.693794     0.14898351      95.249921     0.14681768      98.408915     0.15162081
           -0.8      97.786437     0.14979792      96.331759     0.14762614      99.503794     0.15242092
           -0.6      97.818294     0.14984018      96.373024     0.14769219      99.519254     0.15243008
           -0.4      97.329168     0.14950297      95.892854     0.14736252       99.01597      0.1520835
           -0.2      96.861989     0.14912673      95.429651     0.14698415      98.543808      0.1517044
              0      96.814486     0.14913424      95.384085     0.14699625      98.492586     0.15170762
            0.2      97.260987     0.14944532      95.820797     0.14729802      98.955474     0.15203874
            0.4      97.749118     0.14976953       96.29477     0.14760861      99.462833     0.15238743
            0.6      97.919826      0.1498971      96.453838      0.1477316      99.656869     0.15256267
            0.8      96.723073     0.14902406      95.265759     0.14684842       98.45894     0.15168506
              1      93.944671     0.14697486      92.518468       0.144811      95.653514     0.14963585
            1.2      89.505596     0.14360011      88.141205      0.1414684      91.150892      0.1462334
            1.4       83.11752     0.13859136      81.837149     0.13651528      84.672924     0.14117852
            1.6       75.19305      0.1320688      74.027004     0.13007414      76.622167     0.13457406
            1.8      65.977337     0.12397573      64.947585      0.1220902      67.251684      0.1263768
              2      56.144117     0.11464965      55.260938     0.11289286      57.244398     0.11689621
            2.2      46.565371     0.10469082      45.827783     0.10307644      47.492265      0.1067775
            2.4      37.139093    0.093707072        36.5495    0.092259415      37.884961    0.095586361
            2.6      28.923227    0.082860646      28.458876    0.081568534      29.516423    0.084560788
            2.8      22.002063    0.072454958      21.649284    0.071321058      22.457319    0.073955255
              3      16.167228    0.062195949      15.906259    0.061225206      16.506815     0.06350333
            3.2      11.726336    0.053098925      11.534475    0.052287844      11.974612    0.054222566
            3.4       8.203178    0.044477982      8.0649807    0.043756967      8.3766903    0.045417942
            3.6      5.7328432    0.037195392      5.6304693    0.036580916       5.855315    0.037986374
            3.8      3.9879495    0.031103486      3.9143521    0.030561784      4.0732354    0.031762989
              4      3.9879495    0.031103486      3.9143521    0.030561784      4.0732354    0.031762989
