# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.2038519    0.044172564      8.1252569    0.043754589      8.2905799    0.044641435
            0.2      23.241935    0.074132015      23.021411    0.073437596      23.485456    0.074910638
            0.4      35.365887    0.091248771      35.031768    0.090401729       35.73683    0.092205645
            0.6      43.652708     0.10119016      43.237339     0.10024258      44.118121     0.10226845
            0.8       48.97803     0.10707792       48.50266     0.10605518      49.515026     0.10825147
              1      52.379034     0.11068498       51.85046     0.10960327      52.981945     0.11195976
            1.2      56.136115     0.11452081       55.54701     0.11334608      56.813096     0.11590108
            1.4      59.780956     0.11812027      59.116807     0.11683512      60.548236     0.11963326
            1.6      65.917675     0.12389168      65.149844      0.1224793       66.80981     0.12556414
            1.8      74.539569     0.13145573      73.628784     0.12988638      75.600358     0.13332979
              2      89.230212     0.14339852       88.08248     0.14159379      90.569532     0.14554756
            2.2      111.76831     0.15967249      110.26226      0.1575744      113.53278     0.16218598
            2.4      149.93774      0.1833047      147.82316     0.18078676      152.42609     0.18634725
            2.6      219.56814     0.21822533      216.29505     0.21505822      223.44501     0.22206905
            2.8      371.03505     0.27326151      365.03061      0.2689767       378.2475     0.27855776
              3      669.95737     0.33772999      657.52577     0.33172176      685.54984     0.34556065
            3.2      157.45629     0.18805601       154.7307     0.18494757      160.98006     0.19223969
            3.4       31.79646    0.087261779       31.30122    0.085974981      32.455808    0.089040384
            3.6      7.6447589    0.043148742      7.5283964    0.042568861      7.8008788    0.044012176
            3.8      1.8722016     0.02138267      1.8398034    0.021069127      1.9114665    0.021816137
              4     0.49017759    0.010944066      0.4807166    0.010751957     0.50089994    0.011172786
            4.2     0.13429243   0.0057513124     0.13098243   0.0056606905     0.13708424   0.0058633852
            4.4    0.032145346    0.002807157    0.031545965   0.0027584633    0.032869301    0.002869126
            4.6    0.013335749   0.0017819666    0.013033628    0.001743699    0.013627467   0.0018215986
            4.8   0.0016666732  0.00062991177   0.0016177936  0.00061181195     0.00170505  0.00064448935
              5   0.0016666732  0.00062991177   0.0016177936  0.00061181195     0.00170505  0.00064448935
