# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0       4.051331    0.031065198      4.0175366    0.030808584      4.0881107    0.031347975
            0.2      11.957111    0.053299395      11.853123     0.05284234      12.070965    0.053806891
            0.4      18.977547    0.067048511      18.807849     0.06645696      19.165491    0.067713009
            0.6      25.075149    0.076991403      24.839929    0.076281407      25.338767    0.077800723
            0.8      30.431483     0.08471963      30.132427     0.08389896      30.769988    0.085663351
              1      35.460613    0.091368199       35.09334    0.090445549      35.880063    0.092451168
            1.2      40.640016    0.097698825      40.198564    0.096656165      41.146435    0.098915953
            1.4      46.005748     0.10385522       45.48091     0.10269188      46.611137     0.10522307
            1.6      52.522152     0.11080094      51.894555     0.10950195      53.248176     0.11233215
            1.8       60.85414      0.1190382      60.095945     0.11758193      61.734582     0.12076469
              2      72.737511     0.12983525      71.788505     0.12817896      73.840645     0.13180959
            2.2      90.194817      0.1440216      88.968123     0.14210537      91.625985     0.14631007
            2.4      117.77431     0.16358962      116.08505      0.1613074      119.75233     0.16633554
            2.6      166.91411     0.19253393      164.37091     0.18966683      169.90756     0.19599074
            2.8      270.28879     0.23899728       265.7967     0.23512972      275.64019     0.24372751
              3      501.26436      0.3065325       491.5723     0.30082307       513.2039     0.31382403
            3.2      283.80913     0.24440539      278.75883     0.24020138      290.16245     0.24986148
            3.4      157.99301     0.18819682      155.54655     0.18539559      161.09839     0.19187681
            3.6      95.687214      0.1487525      94.376584      0.1467896      97.355524     0.15131865
            3.8      60.781678     0.11960195      60.052022     0.11821807      61.714101     0.12141384
              4      40.121178     0.09775774      39.693173     0.09675735      40.666744    0.099061393
            4.2      27.113366    0.080549086      26.855782    0.079812189       27.44027    0.081506239
            4.4      18.929458     0.06744963      18.770619    0.066904451        19.1303    0.068150383
            4.6      13.434257    0.056934288       13.33262    0.056519078      13.561336    0.057460175
            4.8      9.6449195    0.048395131      9.5789817    0.048078874       9.726377    0.048791878
              5      9.6449195    0.048395131      9.5789817    0.048078874       9.726377    0.048791878
