#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       20.72454    0.070412089      20.520856    0.069739977      20.969511    0.071233283
            0.2      57.688918     0.11637005      57.126909     0.11527522      58.368448     0.11772068
            0.4      84.774155       0.140062      83.928483     0.13870552      85.802125     0.14174767
            0.6       102.2382     0.15305223      101.17276     0.15150186      103.52575     0.15496143
            0.8      112.41529     0.16006175      111.17044     0.15833977      113.91695     0.16218505
              1       117.9908     0.16370827      116.60064     0.16182671      119.66243     0.16601479
            1.2      122.02304     0.16630949      120.49664     0.16428656      123.85809     0.16879338
            1.4      125.70286     0.16862236      124.03516     0.16644964      127.70209     0.17130423
            1.6      131.15896     0.17203794      129.32085     0.16968307      133.35999     0.17491828
            1.8      138.37584     0.17645227      136.32736      0.1739049      140.82888      0.1795727
              2      148.24494     0.18221511       145.9414     0.17945529      151.00658     0.18560841
            2.2      161.88028     0.18980526      159.22993     0.18677681      165.06219     0.19353684
            2.4      180.03691     0.19933972      176.94258      0.1959947      183.77051     0.20347563
            2.6       201.8273     0.20997447      198.21234      0.2063062      206.22339     0.21455388
            2.8      225.70889     0.22090877      221.50836     0.21691405        230.895     0.22598588
              3      219.67268     0.21841377      215.46153     0.21438485      224.95712      0.2236692
            3.2      74.718257     0.13232538      73.294424      0.1299083      76.480072     0.13542352
            3.4      29.245403     0.08425212      28.710165    0.082807591      29.903578    0.086121411
            3.6       13.08897    0.057044258       12.86256    0.056121427      13.367434    0.058227854
            3.8      6.1988808    0.039659409      6.0980372    0.039070989       6.324856    0.040437387
              4      2.8552111    0.027079592        2.81094    0.026697447      2.9102275    0.027574195
            4.2       1.383216    0.019124761      1.3627612     0.01887625      1.4087769    0.019453205
            4.4     0.63501102    0.013034802     0.62600821    0.012875284     0.64624898     0.01324279
            4.6     0.31917073   0.0094407358     0.31479315   0.0093302461     0.32481731   0.0095852409
            4.8     0.12063249   0.0056063149     0.11924471    0.005549129     0.12239763   0.0056809789
              5     0.12063249   0.0056063149     0.11924471    0.005549129     0.12239763   0.0056809789
