#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       5.585589    0.036563439      5.5013919    0.036045367      5.6956823    0.037295135
            0.2      16.102791    0.061754816      15.818326    0.060697226      16.487488    0.063253088
            0.4      25.449355    0.077468696      24.914095    0.075885744      26.143755    0.079606917
            0.6      33.919053    0.089264515      33.107355    0.087201628      34.947206    0.091994935
            0.8      41.740037    0.098852487       40.67644    0.096435173      43.082116     0.10205991
              1      49.476392     0.10745179      48.204775      0.1048027      51.095522      0.1109975
            1.2      57.372367     0.11552815      55.897681     0.11261522      59.228299     0.11929421
            1.4      67.016541     0.12459391      65.345797     0.12155508      69.098989     0.12849778
            1.6      79.751851     0.13555401      77.876843     0.13243152      82.070003     0.13952099
            1.8      96.544146     0.14859901      94.428179     0.14540496      99.137642     0.15261297
              2      120.31351     0.16501302      117.91027     0.16178366      123.24178     0.16904682
            2.2      154.16734     0.18533674      151.41707     0.18210182       157.5037     0.18936614
            2.4      202.95538     0.21022109      199.80123     0.20703309      206.77314     0.21418943
            2.6      270.88114      0.2389582       267.3233      0.2358944      275.17865     0.24274039
            2.8      356.45225     0.26843177      352.56443     0.26558969      361.13142     0.27193071
              3      394.26181     0.27988236      390.33776       0.277196      398.92211     0.28314749
            3.2      161.14749     0.19025746      159.00315     0.18784264      163.59144     0.19307671
            3.4      71.969812     0.13034745      71.002574     0.12869912      73.069362     0.13226695
            3.6      35.159484     0.09232618       34.71384    0.091230764      35.669933    0.093609906
            3.8       17.91057    0.066823915      17.688945    0.066064343      18.166022    0.067726582
              4      9.5595328    0.049627832      9.4414104    0.049055619      9.6964389    0.050318416
            4.2      5.1847494    0.037514915      5.1170687     0.03707258      5.2633031    0.038056832
            4.4       2.798569      0.0283166      2.7619261    0.027978458        2.84153    0.028737624
            4.6      1.5782411    0.022043732      1.5575638    0.021788893      1.6026449    0.022365164
            4.8     0.88891333    0.017129626     0.87645104    0.016921564     0.90352426    0.017390722
              5     0.88891333    0.017129626     0.87645104    0.016921564     0.90352426    0.017390722
