#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0052381157   0.0011167142   0.0052110737   0.0011109734    0.005267534   0.0011230412
           -3.8    0.035716789   0.0029547237     0.03545266   0.0029337391    0.035964993   0.0029748924
           -3.6     0.14333862   0.0059091278      0.1418432   0.0058545993     0.14464747    0.005958384
           -3.4     0.48821283    0.010849415     0.48220226    0.010721693     0.49403332    0.010977644
           -3.2      1.2978369    0.017642149      1.2832064    0.017450937       1.314276    0.017865163
             -3        2.98288    0.026729272      2.9472239    0.026423862      3.0252193    0.027107925
           -2.8      5.9400521    0.037706682      5.8700366    0.037295623      6.0304141    0.038281823
           -2.6      10.754786    0.050681898      10.627724    0.050109682      10.932028    0.051509909
           -2.4      17.623128    0.064772906      17.403609    0.063995968      17.930582    0.065903738
           -2.2      27.261977    0.080369501      26.902521    0.079339429      27.746766     0.08179479
             -2      39.093212    0.095987215      38.554125    0.094699997      39.800374    0.097719345
           -1.8       53.36478     0.11178704      52.602403      0.1102335      54.341198     0.11382849
           -1.6      69.369125     0.12697858      68.347428      0.1251549      70.653237     0.12932844
           -1.4      86.672236     0.14141777      85.364753      0.1393444      88.284905     0.14404283
           -1.2      103.75673     0.15415935      102.15937     0.15186126      105.70078     0.15705023
             -1      120.57164     0.16555918      118.69195     0.16305797      122.83181     0.16865586
           -0.8      135.75178     0.17508233      133.60852     0.17240181      138.31076     0.17838583
           -0.6      147.82507     0.18223839      145.48867     0.17944071      150.59663     0.18564357
           -0.4      156.53173     0.18714582      154.04069     0.18424591      159.47201     0.19065455
           -0.2      160.89166     0.18957907      158.31944     0.18664158       163.9221     0.19313595
              0      160.78382     0.18951381      158.20856     0.18656805      163.81946     0.19307956
            0.2      156.32568     0.18704708      153.83975     0.18415463      159.26336     0.19055604
            0.4      147.76949     0.18221101      145.43042     0.17940989      150.54478     0.18562426
            0.6      135.77468     0.17505754      133.64299     0.17238252      138.32196     0.17833605
            0.8      120.16881      0.1653081      118.30144     0.16282203      122.41848     0.16839715
              1      103.60998     0.15404588      102.02335      0.1517583      105.54655     0.15692166
            1.2      86.127378     0.14097705      84.831602     0.13892042      87.731275      0.1435997
            1.4      69.216456     0.12685995      68.202154     0.12505181       70.49201     0.12919212
            1.6      53.383642     0.11179107       52.62486     0.11024639      54.358083     0.11382832
            1.8      39.110103    0.096025072      38.575198    0.094751406      39.816195    0.097754304
              2      27.163375    0.080224292      26.810209    0.079214371      27.643299    0.081633705
            2.2      17.654892    0.064823981      17.437846     0.06406834      17.957515    0.065930517
            2.4      10.693312    0.050523329      10.560798    0.049925936      10.867969    0.051348677
            2.6      6.0323117    0.037995756      5.9558439    0.037536001      6.1254426     0.03858228
            2.8      2.9860367    0.026755633       2.948107    0.026429266      3.0287532    0.027136658
              3       1.285146    0.017584175      1.2697646    0.017383016      1.3011486    0.017801258
            3.2     0.48838363    0.010860884     0.48221559    0.010749995      0.4941377     0.01098408
            3.4     0.15525436   0.0060983261     0.15359228   0.0060350672     0.15667971   0.0061544815
            3.6    0.036667992    0.002992733    0.036201086   0.0029572284    0.037059559   0.0030233906
            3.8   0.0083345478   0.0014484009   0.0082614339   0.0014364715   0.0083889233   0.0014573949
              4   0.0083345478   0.0014484009   0.0082614339   0.0014364715   0.0083889233   0.0014573949
