#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00095238467  0.00047616854   0.0009513136  0.00047563333  0.00095316978  0.00047656119
           -3.8    0.019736427   0.0022905003    0.019111901   0.0022293312    0.020169917   0.0023371118
           -3.6     0.12763671   0.0057517278     0.12463388   0.0056414063     0.13029698   0.0058572812
           -3.4     0.50446465    0.011131615     0.49211184    0.010875575     0.51606078    0.011385541
           -3.2      1.4466227    0.018923666       1.413292    0.018529742      1.4808489    0.019353658
             -3      3.4512229    0.029170098      3.3770492     0.02861353      3.5317749    0.029831401
           -2.8      6.9907005    0.041335526      6.8485672    0.040557619      7.1544403    0.042280504
           -2.6      12.431288    0.054943644      12.198419    0.053977803      12.716639    0.056187679
           -2.4      20.323869    0.069962202       19.97549    0.068869685      20.777749    0.071512064
           -2.2      30.425174    0.085334878      29.918206    0.083976259      31.088346    0.087180909
             -2      42.603639     0.10047833      41.909612    0.098903811      43.496395     0.10257061
           -1.8      56.789524      0.1154416      55.876995      0.1136459      57.942258     0.11778688
           -1.6      72.351546     0.12978892      71.205792     0.12780007      73.775973     0.13233292
           -1.4      88.339009     0.14277135      86.970569     0.14062135      90.021649     0.14548356
           -1.2      104.35915     0.15452497      102.76177     0.15222028       106.2986     0.15739144
             -1      119.07835     0.16446278      117.26932     0.16203162      121.25447     0.16746191
           -0.8      132.46745     0.17288504      130.48042     0.17035507      134.84219      0.1759801
           -0.6      143.14872     0.17925195      141.01544     0.17664275       145.6846     0.18242721
           -0.4       150.4767     0.18343606      148.24398     0.18078767      153.12163     0.18665882
           -0.2      154.00249     0.18543262      151.72254      0.1827568      156.69937     0.18867577
              0      154.49065     0.18568804      152.20128     0.18300144      157.19788     0.18893943
            0.2      150.48047     0.18345204      148.24765     0.18079964      153.12456     0.18667337
            0.4      143.05961     0.17919913        140.921     0.17660372      145.60253     0.18239623
            0.6      132.29566     0.17276119      130.30424     0.17022544      134.66995     0.17585895
            0.8       119.0544     0.16445348      117.24453     0.16202171      121.22867     0.16745513
              1      104.15315     0.15439565      102.55526     0.15208671      106.08692     0.15725746
            1.2      88.357028      0.1427588      86.984957     0.14060614      90.037248      0.1454671
            1.4      72.451606     0.12990519       71.30784     0.12791664      73.869097     0.13243738
            1.6      56.716636      0.1154421       55.80948     0.11366511       57.85681     0.11775023
            1.8       42.73536     0.10065657      42.040898     0.09909427      43.622522     0.10273177
              2      30.336482    0.085196545      29.842346    0.083856189      30.979678    0.086992792
            2.2      20.339581    0.070014546      20.003903    0.068905227      20.784925    0.071534024
            2.4      12.540816    0.055140365      12.324667    0.054257868      12.819895    0.056345809
            2.6      7.1211334    0.041737479      6.9906315    0.041025615      7.2819868    0.042657602
            2.8       3.505537    0.029338933      3.4354205    0.028838321      3.5856241     0.02998953
              3      1.5063877      0.0193401       1.478144    0.019025767      1.5377755    0.019722371
            3.2     0.49730154     0.01116068     0.48812184     0.01096976     0.50718459    0.011376637
            3.4     0.13382039   0.0058962402     0.13101531   0.0057869816     0.13644031   0.0060015843
            3.6    0.020521162   0.0022386485    0.019959362    0.002181028    0.020939397   0.0022836612
            3.8  0.00047619233    0.000336702  0.00047130491   0.0003332521  0.00047913001  0.00033877981
              4  0.00047619233    0.000336702  0.00047130491   0.0003332521  0.00047913001  0.00033877981
