#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       4.239594    0.032050873      4.1149456    0.031205631      4.3479864    0.032866636
           -3.8      6.0760896     0.03830929      5.9161598    0.037363592      6.2271264    0.039258286
           -3.6      8.6433615    0.045662267      8.4386384    0.044636294      8.8507693    0.046756155
           -3.4      12.167398    0.054048374       11.89591    0.052917253      12.459429    0.055347614
           -3.2      16.895178    0.063616103      16.546197    0.062409451      17.294968    0.065117465
             -3      22.615621    0.073463704      22.187384    0.072130319      23.138028    0.075162643
           -2.8      29.731136    0.084095269      29.226284     0.08275446      30.392207    0.085964563
           -2.6      38.003457    0.094832407      37.374555    0.093307643      38.820558    0.096873178
           -2.4      47.080785     0.10530121      46.315055     0.10363746      48.057384     0.10748452
           -2.2      56.636269     0.11515408      55.722745     0.11335588      57.782744      0.1174875
             -2      66.162892     0.12416695      65.116849      0.1222601      67.456577     0.12658983
           -1.8      75.331395     0.13218156      74.157871     0.13017463      76.763825     0.13469056
           -1.6      83.126503     0.13859054         81.857     0.13652789      84.659342     0.14113885
           -1.4      89.099638      0.1432562      87.750151     0.14114083      90.708676     0.14583805
           -1.2      93.709944     0.14678138      92.308228      0.1446456      95.366222     0.14936557
             -1      95.752028     0.14828709      94.334922     0.14614781      97.413682     0.15085123
           -0.8      96.839855     0.14909165      95.421712     0.14696455      98.492554     0.15162711
           -0.6      96.507046     0.14884324      95.098238      0.1467313       98.14422     0.15135909
           -0.4      96.256218     0.14866027      94.860043     0.14656305      97.874596       0.151151
           -0.2      95.460912     0.14807755      94.071897     0.14598478      97.069281     0.15056153
              0      95.749635     0.14827599      94.358928     0.14617582      97.360154     0.15076018
            0.2      96.019463     0.14849068      94.614171     0.14637979      97.651982     0.15100625
            0.4      96.791631     0.14905423      95.373953     0.14692842      98.443938      0.1515864
            0.6      96.739303     0.14899765      95.306742     0.14685751       98.41567     0.15157449
            0.8      95.935908     0.14841896      94.504596     0.14626295      97.619858     0.15101564
              1      93.165935     0.14637386      91.760719     0.14422676      94.831613      0.1489831
            1.2      88.905138     0.14311037      87.553794     0.14099015      90.520885     0.14570376
            1.4      83.313299     0.13874692      82.031861     0.13666774      84.861169      0.1413172
            1.6      75.253398     0.13211413       74.07937     0.13010768      76.685955     0.13462476
            1.8      66.354865     0.12436514      65.305045     0.12245503      67.651306      0.1267888
              2       56.55604     0.11512074      55.651618     0.11333517      57.688609     0.11742024
            2.2      47.083673     0.10527812       46.32431     0.10364027         48.046     0.10745368
            2.4      37.997532    0.094851415       37.37963    0.093355007       38.79355    0.096835672
            2.6      29.641319    0.083933121      29.154529    0.082602709      30.280518    0.085754044
            2.8      22.856448    0.073892966      22.477287    0.072725123      23.357791     0.07551114
              3      16.853522     0.06355546      16.551213    0.062483146      17.231419    0.064979769
            3.2      12.313466    0.054376835      12.074756    0.053393149      12.592167    0.055598458
            3.4      8.8045924    0.046122911      8.6229921    0.045225764      9.0059406    0.047182796
            3.6      6.0708393    0.038317407      5.9346928    0.037526875       6.210641    0.039194593
            3.8      4.3019399    0.032286333      4.1970739     0.03156873      4.4024289    0.033035716
              4      4.3019399    0.032286333      4.1970739     0.03156873      4.4024289    0.033035716
