#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.67764798   0.0012528476     0.66972054   0.0012383649     0.68818646   0.0012726273
            360      1.6258773   0.0018975001      1.6029089   0.0018713737      1.6542377   0.0019310095
            380      1.8144834     0.00199546      1.7882817   0.0019677988      1.8486718     0.00203347
            400      1.8053559   0.0019908124      1.7780365   0.0019610746      1.8410368   0.0020306285
            420      1.7062782   0.0019399453      1.6789193   0.0019093785      1.7408687   0.0019797911
            440      1.5710622   0.0018674452      1.5449566   0.0018369575      1.6032207   0.0019060147
            460      1.4277152   0.0017863574      1.4034568   0.0017565047      1.4570628   0.0018233881
            480      1.2834053   0.0016995969      1.2614419   0.0016710299       1.309621   0.0017345438
            500      1.1484396   0.0016128885      1.1287187    0.001585669      1.1717038    0.001645773
            520      1.0224229   0.0015264671      1.0049011   0.0015008466       1.042867   0.0015571764
            540     0.91095437   0.0014448133     0.89547622   0.0014206818     0.92888255   0.0014733791
            560     0.80650091   0.0013630927     0.79291822   0.0013405567      0.8221008    0.001389568
            580     0.71773407   0.0012886441     0.70574923   0.0012677422     0.73142828   0.0013132432
            600     0.63545199   0.0012152386     0.62501752   0.0011957176     0.64731413   0.0012379379
            620      0.5649488   0.0011480873     0.55578737   0.0011299122     0.57531542    0.001169098
            640     0.50262206   0.0010849586     0.49459754   0.0010681332      0.5116596   0.0011043455
            660     0.44679017   0.0010247117     0.43974657    0.001009178     0.45469203   0.0010426086
            680     0.39824226  0.00096882703     0.39206818  0.00095442878     0.40512925  0.00098535552
            700     0.35481162  0.00091576734     0.34942481     0.00090236     0.36081244  0.00093102632
            720     0.31735622  0.00086766255     0.31257047  0.00085527175      0.3226595  0.00088200171
            740     0.28495222  0.00082307612     0.28074511  0.00081143963     0.28959205  0.00083618814
            760       0.252809  0.00077645325     0.24910536  0.00076577484     0.25688783  0.00078862797
            780     0.22709714  0.00073687215     0.22384234  0.00072684727     0.23067609  0.00074817666
            800     0.20316762  0.00069766651     0.20030595  0.00068835121     0.20629887  0.00070809964
            820     0.18233926  0.00066269277     0.17979629  0.00065410798     0.18511582  0.00067230657
            840     0.16516193  0.00063062455     0.16289447   0.0006225259     0.16763351  0.00063970646
            860     0.14908496  0.00060020093     0.14704084  0.00059259297     0.15130789  0.00060870063
            880     0.13400504  0.00056990893     0.13220324  0.00056283759     0.13596152  0.00057779151
            900     0.12210999  0.00054488614     0.12048308   0.0005383058     0.12387089  0.00055225248
            920     0.10995499  0.00051778448     0.10850396  0.00051156904     0.11152742  0.00052472597
            940    0.099487274  0.00049337491    0.098182726  0.00048745553     0.10089654  0.00049991765
            960     0.09125924  0.00047266707    0.090084598  0.00046714169    0.092526704  0.00047880983
            980    0.083100917  0.00045224813    0.082040073  0.00044704508    0.084248856  0.00045802088
           1000    0.083100917  0.00045224813    0.082040073  0.00044704508    0.084248856  0.00045802088
