#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.5283092    0.039863854      6.3746249    0.038977563      6.7097304    0.040947484
           -3.8      8.3085069      0.0448895      8.1166612    0.043916045      8.5361586    0.046090411
           -3.6      10.388153    0.050198154      10.152642    0.049124646      10.667217    0.051519137
           -3.4      12.751783    0.055455253      12.468811    0.054282099      13.085571    0.056884199
           -3.2      15.871151    0.061780328      15.524559    0.060484887      16.282259    0.063363944
             -3      19.431198    0.068246763      19.009428    0.066819593      19.929497    0.069977385
           -2.8      23.804508     0.07539871      23.297838    0.073847658      24.404121    0.077282564
           -2.6       29.00488    0.083059718      28.394938    0.081369612       29.72571    0.085107852
           -2.4      35.015283    0.091098602      34.293952    0.089279175        35.8674     0.09329816
           -2.2      42.358821     0.10001179      41.507042    0.098064672      43.363432     0.10236883
             -2      50.241223     0.10867059      49.257116     0.10661326       51.40289     0.11117101
           -1.8      59.163097     0.11759757       58.04817     0.11544245      60.480984      0.1202012
           -1.6      68.747396     0.12647613      67.513082     0.12427597       70.21163     0.12915552
           -1.4      78.960838     0.13514916       77.63176      0.1329346      80.547072     0.13785408
           -1.2      89.152802     0.14319447       87.76429     0.14101903      90.824359      0.1458733
             -1      98.932289     0.15046442      97.532951     0.14838741      100.64133     0.15306274
           -0.8      107.73924     0.15665168      106.36836     0.15470092      109.43667      0.1591199
           -0.6      115.30739     0.16172314      114.00027     0.15992422      116.96114     0.16404807
           -0.4      120.80071     0.16528839      119.56848     0.16363945      122.39076     0.16747402
           -0.2      123.41231     0.16696695      122.22749     0.16539457      124.95997     0.16907038
              0      123.32171     0.16689762      122.14088      0.1653296      124.86548     0.16899761
            0.2      120.47768     0.16508089      119.24392     0.16341961      122.06836     0.16727035
            0.4      115.26316      0.1616871      113.96014     0.15989143      116.91249     0.16400681
            0.6      108.19852     0.15694548      106.82442     0.15499513      109.90648     0.15943075
            0.8      98.983084      0.1505009      97.581081     0.14841878      100.69272     0.15309496
              1      89.253348     0.14328116      87.863429     0.14110416      90.927621     0.14596089
            1.2      79.003288     0.13518673      77.680623     0.13298435      80.579957     0.13787493
            1.4      69.023071     0.12669263      67.782481     0.12448109      70.496112      0.1293825
            1.6       59.07361     0.11753709      57.958498     0.11539477      60.393873     0.12016718
            1.8      50.135036     0.10855573      49.155639     0.10650195      51.291639      0.1110403
              2      42.227268    0.099856092      41.376397    0.097911589      43.230213     0.10221818
            2.2      35.168704    0.091314252       34.44271    0.089501075      36.026749     0.09352672
            2.4      28.975836    0.083020605      28.364161    0.081334707      29.698541    0.085079939
            2.6      23.891436    0.075512708      23.383144    0.073959422       24.49199    0.077397865
            2.8      19.511084    0.068367006      19.089183    0.066951336      20.009997    0.070091708
              3      15.862268    0.061750476      15.514605    0.060457463      16.274358    0.063335577
            3.2      12.825714     0.05562363      12.540305    0.054444522      13.163547     0.05705984
            3.4      10.399541    0.050153381      10.165389     0.04907522      10.677135    0.051469257
            3.6       8.135214    0.044444732      7.9488726    0.043478754      8.3556658    0.045624395
            3.8      6.5666794    0.040022933       6.414716    0.039146632      6.7481032    0.041104781
              4      6.5666794    0.040022933       6.414716    0.039146632      6.7481032    0.041104781
