#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.5841995    0.029687198      3.5237593    0.029237775      3.6452429    0.030189716
           -3.8      4.7160521    0.033887678      4.6348701    0.033439525      4.7991787    0.034479085
           -3.6      6.1133031    0.038587964      6.0099873     0.03799658      6.2240197    0.039278297
           -3.4      8.0723501    0.044359231      7.9381007    0.043680042      8.2208409    0.045174036
           -3.2      10.365113    0.050127778      10.197774    0.049371502      10.558889    0.051060877
             -3      13.262548    0.056515432      13.048472    0.055671632      13.513855    0.057577435
           -2.8      16.857264    0.063664027       16.59958    0.062748993      17.177868    0.064871702
           -2.6      21.468906    0.071684393        21.1362    0.070609092      21.883009    0.073061802
           -2.4      26.972977    0.080139926      26.549198    0.078925872      27.496697    0.081689383
           -2.2      33.728738    0.089413341      33.196522    0.088046268       34.38289     0.09114294
             -2      42.252224    0.099803009      41.581083    0.098266346      43.072347     0.10173879
           -1.8       52.00164     0.11042748      51.176629     0.10873501        53.0087     0.11256288
           -1.6      63.603745     0.12175548      62.604576     0.11989562      64.821802     0.12408385
           -1.4      76.717597     0.13330181      75.513314     0.13127126      78.180473     0.13584186
           -1.2      90.862812     0.14455235      89.449094     0.14236543      92.578118     0.14728013
             -1      105.95254     0.15556797      104.31906     0.15323484      107.93324     0.15847662
           -0.8      120.99359     0.16566573      119.14654     0.16319661      123.23403     0.16873113
           -0.6      134.35701     0.17401972      132.33064      0.1714574      136.81375     0.17719716
           -0.4      145.23304     0.18050266      143.05507     0.17786614      147.87561      0.1837796
           -0.2      151.17744     0.18394586      148.92496     0.18127761       153.9083     0.18725539
              0        150.968     0.18385065      148.70804     0.18117504      153.70519     0.18716937
            0.2      145.39358     0.18061745      143.20275     0.17796785      148.05074     0.18390924
            0.4      134.78309     0.17427831       132.7315     0.17169326      137.27115     0.17748885
            0.6      121.07336     0.16570608      119.20806     0.16322142      123.33515     0.16879596
            0.8      106.24794     0.15575261      104.59269     0.15338774      108.25342     0.15869488
              1      90.914935     0.14459973       89.48691     0.14238743      92.646667     0.14735284
            1.2       76.74427     0.13329761      75.530859      0.1312441      78.214373     0.13584748
            1.4       63.38492     0.12156376      62.378619     0.11970252      64.606689     0.12391428
            1.6      51.968648     0.11039814      51.141129     0.10869087       52.97225     0.11252467
            1.8      42.182872    0.099738336       41.51253    0.098201253      42.996779     0.10165729
              2       33.95171     0.08971383      33.418521    0.088349314      34.598278    0.091419447
            2.2      27.243171    0.080640017      26.818577     0.07942584      27.759289    0.082159502
            2.4      21.636416    0.071916623      21.310049    0.070865583      22.034231     0.07324011
            2.6      17.022185    0.063949443      16.766638       0.063038      17.332714    0.065107822
            2.8      13.395366    0.056841443      13.201717    0.056047278      13.631823    0.057847474
              3      10.360512    0.050194398      10.214756    0.049552597      10.539249     0.05108972
            3.2       8.048451    0.044216084      7.9383752    0.043633634      8.1827272    0.044948863
            3.4      6.2565367     0.03898444      6.1730256     0.03849154      6.3598719    0.039624081
            3.6      4.6855503     0.03385937      4.6254275    0.033446545      4.7594596    0.034386667
            3.8      3.6062448    0.029737747      3.5619751     0.02939631      3.6600939     0.03017151
              4      3.6062448    0.029737747      3.5619751     0.02939631      3.6600939     0.03017151
