#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.90942729     0.01649274     0.88811086    0.016149675     0.93439776    0.016916508
           -3.8      1.3652389    0.019404569      1.3360314    0.019030391      1.3990326    0.019854374
           -3.6      2.0215807    0.022925648      1.9778492    0.022486354      2.0714082    0.023444692
           -3.4      2.9308872    0.027230636      2.8700898    0.026723075      3.0004048    0.027833119
           -3.2       4.217116    0.032519672      4.1320898    0.031926058      4.3138615    0.033220968
             -3      5.9563671    0.038478075      5.8416736    0.037792966      6.0866026    0.039281915
           -2.8      8.5886595    0.046016897      8.4276934    0.045230194      8.7714089    0.046947562
           -2.6      12.065615    0.054337413      11.839039    0.053392941      12.323751    0.055457195
           -2.4       17.15385    0.064517084      16.830837    0.063367447      17.522787    0.065867377
           -2.2      24.214988    0.076338553      23.743592    0.074929003      24.754652    0.077999159
             -2      33.535958    0.089482124      32.861966     0.08776197      34.310416    0.091511265
           -1.8      45.676066     0.10389264      44.729054     0.10182637      46.767235     0.10635277
           -1.6      60.526711     0.11904631      59.248874     0.11661656      62.003429     0.12192509
           -1.4      77.426785     0.13395376      75.805574     0.13123054      79.309852     0.13719846
           -1.2      96.786208     0.14897343      94.851345     0.14607169      99.057015     0.15245564
             -1      116.87847     0.16284476      114.75002     0.15994277      119.41272     0.16637632
           -0.8      135.84402     0.17471407      133.70825     0.17202215      138.44829      0.1780701
           -0.6      153.02719     0.18462989      151.06151     0.18230172      155.51593     0.18764867
           -0.4      165.80497     0.19159074      164.12043     0.18967922       168.0374     0.19418374
           -0.2      172.74024     0.19526802      171.26329     0.19363894      174.77215     0.19758235
              0      172.84661       0.195319      171.37408     0.19369991      174.87599     0.19764153
            0.2      165.85451     0.19162296      164.16709     0.18971084      168.09217      0.1942211
            0.4       153.3066     0.18477432      151.34196     0.18244394      155.79229     0.18778091
            0.6      135.96737     0.17476842      133.82466     0.17206338      138.58014     0.17813268
            0.8      116.81066     0.16280461       114.6813     0.15990707       119.3446     0.16632884
              1      96.625301     0.14885045       94.69448      0.1459522       98.88816     0.15232767
            1.2      77.774972     0.13425257      76.146729     0.13153589      79.668634      0.1375098
            1.4      60.489373      0.1189862      59.217582     0.11656677      61.960557     0.12186561
            1.6      45.541884     0.10379102      44.596336     0.10172573       46.63091     0.10624003
            1.8      33.583295    0.089546379      32.908537    0.087831052      34.358901     0.09157766
              2      24.358459    0.076585014      23.887036    0.075176361      24.898411    0.078241386
            2.2       17.31934    0.064747701      16.994755    0.063600474      17.691713    0.066102298
            2.4      12.076482    0.054328169      11.851396    0.053381155      12.332684    0.055439228
            2.6      8.5537705    0.045917409      8.3924624    0.045119682      8.7367796    0.046859649
            2.8        5.99361    0.038551422       5.878211    0.037868879      6.1247686    0.039352121
              3      4.1957111    0.032468541      4.1118894    0.031875617      4.2914531    0.033170559
            3.2      2.9202052    0.027246075      2.8594845    0.026739109      2.9896493    0.027850388
            3.4       1.986674    0.022666283      1.9450883    0.022238905      2.0347082    0.023176693
            3.6      1.3586262    0.019372632      1.3284546    0.018991095      1.3934979    0.019831006
            3.8     0.91909434    0.016748311     0.89832783    0.016406214     0.94289334    0.017162872
              4     0.91909434    0.016748311     0.89832783    0.016406214     0.94289334    0.017162872
