# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      113.85618     0.16133011      112.67337     0.15970958        115.278     0.16332409
            0.2      112.70316     0.16049558      111.51865     0.15886093       114.1291     0.16250614
            0.4      111.17379     0.15933787      109.97144     0.15766377      112.62323     0.16139937
            0.6      110.26785     0.15869103      109.02334     0.15694638       111.7697     0.16083891
            0.8      109.81718     0.15832549      108.50541     0.15649226       111.3937     0.16058909
              1      111.10462      0.1591713      109.71124     0.15722503      112.77696      0.1615559
            1.2      113.68016     0.16090323      112.17307      0.1588229      115.48721     0.16345166
            1.4      118.68777     0.16420173      117.02727     0.16195937      120.67579     0.16694344
            1.6      125.79771     0.16876991      123.94252     0.16634333      128.01561     0.17173785
            1.8       135.5048     0.17478356      133.40121     0.17213842      138.01909      0.1780189
              2      148.55065     0.18249262      146.13471     0.17959291      151.44082     0.18604175
            2.2      165.07231     0.19168458      162.26269     0.18850344      168.44641     0.19560024
            2.4       185.6256     0.20231234      182.32951     0.19881966       189.6115     0.20665949
            2.6      209.92871      0.2140426       206.0641     0.21022127      214.65085     0.21885272
            2.8      233.12024     0.22442038      228.69434     0.22030277      238.63859     0.22972195
              3      174.24439     0.19687119      170.86785     0.19322831      178.54923     0.20173022
            3.2      174.24439     0.19687119      170.86785     0.19322831      178.54923     0.20173022
