# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.712311    0.057449763      13.583246    0.056927956      13.865358    0.058076271
            0.2      38.927379    0.096112426      38.554118    0.095222834      39.371292     0.09718648
            0.4      59.632313     0.11821299      59.043993     0.11708248      60.334979     0.11958289
            0.6        75.6646     0.13255642      74.884956     0.13123606      76.598017     0.13416678
            0.8      87.985952     0.14246336      87.035465     0.14096282      89.123233     0.14428638
              1      97.887452     0.14985929      96.772342      0.1481953      99.222494     0.15188659
            1.2       105.9266     0.15554378      104.65176     0.15371858      107.45317     0.15776869
            1.4      113.91472     0.16098379      112.46512     0.15898227      115.65031     0.16343069
            1.6       122.5602     0.16661552      120.90226     0.16441939      124.53993     0.16929945
            1.8      132.35299     0.17275323      130.46011     0.17033586      134.61378     0.17569831
              2      143.88844     0.17964332      141.71153      0.1769924      146.49053     0.18289019
            2.2      158.45708      0.1878839      155.92667     0.18495655      161.48706     0.19147236
            2.4      177.32966     0.19789085      174.35036     0.19464557      180.91278      0.2018931
            2.6      199.42013     0.20878233      195.91231     0.20519883      203.66889     0.21323474
            2.8      224.46341     0.22024132      220.35304     0.21631798      229.51676     0.22520326
              3      225.97073     0.22104472      221.70681     0.21702884      231.29751     0.22626511
            3.2      112.02393     0.16008898      109.98296     0.15727976      114.56054      0.1637102
            3.4      63.741031     0.12235316      62.630649     0.12030844       65.12055     0.12499664
            3.6      40.420766    0.098149847      39.740802    0.096561678      41.269241     0.10020371
            3.8      26.597408    0.080047196      26.170531    0.078813881      27.133471    0.081656008
              4      17.941477    0.066049326       17.66245    0.065127519      18.288873    0.067315927
            4.2      12.288402      0.0547991      12.098959    0.054029594      12.516568    0.055806166
            4.4      8.5275197    0.045816429      8.3969295    0.045211718      8.6785873    0.046613535
            4.6      5.8343719    0.037891484      5.7465646    0.037440086      5.9324712    0.038519613
            4.8      4.1146038    0.031891841      4.0539791    0.031474874       4.180038    0.032394454
              5      4.1146038    0.031891841      4.0539791    0.031474874       4.180038    0.032394454
