#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.676561    0.057294888      13.548283    0.056774618      13.830191    0.057927794
            0.2      38.917447    0.096074392      38.545702    0.095186643      39.364196     0.09715834
            0.4      59.922906      0.1184421      59.331956     0.11732139       60.63598     0.11983436
            0.6      76.031051     0.13283416      75.253896     0.13151796      76.970067     0.13446022
            0.8      88.255419     0.14263669      87.303308     0.14113603      89.404767     0.14447827
              1      98.216983     0.15005468      97.098362     0.14838678      99.563267     0.15209804
            1.2      106.14031     0.15569672      104.86005     0.15386466      107.67725     0.15794686
            1.4      114.35155     0.16125952      112.89174     0.15925036      116.10555     0.16372193
            1.6      122.52155     0.16657722      120.86085     0.16436704      124.50893     0.16927778
            1.8      132.21533     0.17265359      130.31399     0.17022873      134.48844     0.17561583
              2      143.94551     0.17965138      141.76013     0.17698542       146.5578     0.18290972
            2.2      158.31175     0.18779829      155.78589     0.18486868      161.33836      0.1913869
            2.4      176.71446     0.19757962      173.74195      0.1943351      180.28776      0.2015744
            2.6       199.0753     0.20864319      195.56554      0.2050556      203.32781     0.21310615
            2.8      223.52922     0.21988974      219.41283     0.21596847      228.57897     0.22485615
              3      225.42003     0.22086494       221.1635     0.21684373      230.73828     0.22607083
            3.2      112.02525     0.16018757      109.99659     0.15740753      114.54123     0.16378206
            3.4      63.854708     0.12246697      62.751057     0.12042943      65.217657     0.12506728
            3.6      40.456099    0.098166038      39.780801    0.096593766      41.290785     0.10017535
            3.8      26.837571    0.080409376      26.414078     0.07919405      27.363332    0.081979793
              4      18.055515    0.066222972      17.783217    0.065264623      18.394729    0.067459482
            4.2      12.469395    0.055217238      12.291385    0.054467301      12.691411    0.056189367
            4.4      8.4815831    0.045653201      8.3637926    0.045070733      8.6269936    0.046426803
            4.6      5.9052435    0.038149412       5.824165    0.037663793      6.0018979    0.038773469
            4.8       4.162164    0.032038998      4.1059525    0.031663642      4.2283201    0.032535994
              5       4.162164    0.032038998      4.1059525    0.031663642      4.2283201    0.032535994
