#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.014823144   0.0040820392   0.0070311137   0.0071438654    0.022614988   0.0016968351
           -3.8    0.030139296   0.0022558562    0.021837368    0.003055277    0.038441169   0.0018706196
           -3.6    0.058342368   0.0029109993    0.045425155   0.0032977111    0.071259597   0.0028575745
           -3.4     0.11082791    0.010710676    0.081808143     0.01055178     0.13984801    0.012503858
           -3.2     0.17816026   0.0051901278     0.13653796   0.0062576136     0.21978242   0.0048581073
             -3     0.29592901   0.0057681587     0.22942529    0.006826967     0.36243293   0.0055585229
           -2.8     0.48565419    0.009409657     0.37017515    0.010276104     0.60113291   0.0098189174
           -2.6     0.78209797     0.01072094     0.61005966     0.01257421     0.95413652    0.010348283
           -2.4      1.2539016     0.01309778     0.96659751    0.015237511      1.5412057    0.013996498
           -2.2      1.9746152    0.017970583      1.5296563    0.020033246      2.4195744    0.018175834
             -2      3.0425618    0.017696826      2.3670588    0.021636966      3.7180656    0.018626472
           -1.8       4.634145    0.020243937      3.6329381    0.027683847      5.6353501    0.023239927
           -1.6      6.9479244    0.024003796      5.5167974    0.028350762      8.3790503    0.025093532
           -1.4      10.163721    0.029367525      8.1041483    0.036905866      12.223293     0.04096686
           -1.2      14.498722    0.033963951      11.764475    0.040226919      17.232967    0.036488616
             -1      20.027684    0.036189993      16.433119      0.0430839      23.622249    0.040580354
           -0.8      26.487494    0.048640721      22.020375    0.060947006      30.954614    0.051176079
           -0.6      33.313886    0.046235821      28.021459    0.052780775      38.606312     0.05288021
           -0.4      39.250909    0.050461807      33.350455    0.055905908      45.151363    0.059770081
           -0.2      43.023859     0.05530431      36.774189    0.068611337      49.273528    0.060843484
              0      43.071249    0.051119672      36.839003    0.058292112      49.303495    0.058681075
            0.2      39.641659    0.049661325      33.821142    0.054552654      45.462179    0.058308028
            0.4      33.820516    0.046733817       28.63898    0.054327882      39.002052    0.052866578
            0.6      27.015823    0.042719812      22.623622    0.062719632      31.408025     0.05183762
            0.8      20.519526    0.036746662       17.02215    0.042597701        24.0169    0.040089843
              1      14.953865    0.031572364      12.285424    0.037117658      17.622306    0.038099907
            1.2       10.53099      0.0291708      8.5519822    0.034973609      12.509999    0.031077601
            1.4      7.2391847    0.025292901      5.8399082    0.033447268      8.6384623    0.027845237
            1.6       4.866572    0.019627622      3.9117706    0.024762708      5.8213741    0.020754478
            1.8      3.2200699    0.020959435      2.5675637    0.028736203      3.8725764    0.019839076
              2      2.1126007      0.0140942      1.7105073    0.016478976       2.514694    0.014304735
            2.2      1.3470007     0.01463042       1.071239    0.019574243      1.6227612    0.013494145
            2.4     0.86669277   0.0097038374     0.70912755    0.010591823      1.0242577    0.010085244
            2.6     0.53774691   0.0075867468     0.43838513   0.0087247113     0.63710896   0.0086451983
            2.8     0.33083546   0.0058773973     0.27689695   0.0068753261     0.38477397   0.0057398624
              3      0.1971699   0.0050072572     0.16279308   0.0056279279     0.23154658   0.0051214647
            3.2     0.11404969   0.0036097374    0.095354432   0.0040376491     0.13274519   0.0036678702
            3.4    0.065134276   0.0026794918    0.054958368   0.0031408151    0.075310268   0.0026618888
            3.6    0.037997241   0.0017589849    0.032404449   0.0019107406    0.043590027   0.0017827541
            3.8     0.01835735   0.0013884564    0.015075293   0.0017057117    0.021639429   0.0013655181
              4     0.01835735   0.0013884564    0.015075293   0.0017057117    0.021639429   0.0013655181
