#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      0.2661137   0.0044724849     0.15462806   0.0051492073      0.3775993   0.0048601462
            0.2     0.73020969   0.0083318962     0.38148656   0.0089520206      1.0789325   0.0098292159
            0.4      1.1654524    0.010319507     0.54553094    0.011912865      1.7853735    0.012603946
            0.6      1.5966302    0.011387424     0.72809465    0.012885503      2.4651658    0.013842417
            0.8      2.0281347    0.012915776     0.86910187    0.015770188      3.1871678    0.016397111
              1      2.5617225    0.015354112      1.1135663    0.019328305      4.0098781    0.017750158
            1.2      3.3430102     0.01872129      1.5636158     0.01969232      5.1224051    0.026697922
            1.4      4.4323888    0.023622441      2.2665116    0.024522872      6.5982666    0.032673581
            1.6      5.9852314    0.027762742      3.4016895    0.037175779      8.5687727     0.02924586
            1.8      8.4599071    0.026122381      5.3917858    0.033772218      11.528027     0.03235855
              2      12.413146    0.028017629      8.7419128    0.036861418       16.08438     0.03423584
            2.2      18.925637    0.040007585      14.504996    0.054929242      23.346275    0.042177576
            2.4      29.801611    0.046122344      24.446609    0.058104948      35.156612    0.055442102
            2.6      47.965686    0.050650647      41.480769    0.070930121      54.450603    0.061691961
            2.8      76.254682     0.06319848      68.550575    0.078471458      83.958788    0.070571632
              3      98.187185    0.064069185      89.861163    0.071088578      106.51321    0.075160376
            3.2      44.599254    0.049322167      39.424672    0.054702025      49.773839     0.05654499
            3.4      23.081347    0.041640419      19.600036    0.047531661      26.562657     0.04399494
            3.6      13.402499    0.033810301      10.985816    0.038426826      15.819182    0.035965522
            3.8      8.1671648     0.03323156      6.3808877    0.040316982      9.9534424    0.035589191
              4      5.1081731    0.028557904      3.7702332    0.032185418      6.4461133    0.030998832
            4.2      3.2342449    0.026430239      2.2453186     0.02876646      4.2231713    0.027289756
            4.4      2.0617357     0.03257765      1.3032074    0.034783012      2.8202645    0.033134837
            4.6       1.300056    0.022493328     0.71140554    0.030469364      1.8887068     0.02184366
            4.8     0.83885908    0.019517211      0.3961508    0.022240551      1.2815673     0.01863932
              5     0.83885908    0.019517211      0.3961508    0.022240551      1.2815673     0.01863932
