# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      114.91077    0.090838325      94.194224     0.11346453      135.62732    0.097125707
            3.2      129.49675    0.088479285      107.10597     0.10672462      151.88754     0.10052321
            3.4       65.55081    0.062499679       54.95715    0.072617925      76.144469     0.07756035
            3.6      37.290336    0.051849759      31.582544    0.071692971      42.998128    0.062169275
            3.8      22.263604    0.038626751      19.117451    0.045565263      25.409756     0.04194058
              4      13.947123    0.033877434       12.04943    0.043147446      15.844815    0.033480548
            4.2      9.2280269    0.025201762      8.0523325    0.028730064       10.40372     0.02741184
            4.4      6.2937356    0.021805681      5.5116924     0.02529328      7.0757787    0.022979976
            4.6      4.4624207    0.021094421      3.9084877    0.024794992      5.0163549    0.024036672
            4.8      3.2282568    0.016398586      2.8639363    0.018161846       3.592577    0.017204637
              5      3.2282568    0.016398586      2.8639363    0.018161846       3.592577    0.017204637
