#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.788041    0.035927964      17.980437    0.041337554      21.595643    0.040791065
            0.2      19.459978    0.035140829      17.633899    0.040741762      21.286058    0.036038303
            0.4      19.258099    0.039236815      17.334407    0.044875486      21.181793    0.044328858
            0.6      19.051643    0.038722482      17.060218    0.049482064      21.043068    0.037235387
            0.8      19.168824    0.037854267      17.051865     0.05687902      21.285784     0.04505727
              1      19.511523    0.036228929      17.256061    0.042825072      21.766984    0.037920037
            1.2      20.262553    0.036109703      17.807637    0.040641028       22.71747    0.039596187
            1.4      21.399754    0.036834893      18.600269    0.042799821       24.19924    0.043623227
            1.6      22.990329    0.035416031      19.826283    0.039828908      26.154374    0.045496001
            1.8      25.175068    0.037958409      21.472408    0.040752663      28.877728    0.047594431
              2      28.035262    0.042421084      23.589524    0.043240413         32.481    0.055950335
            2.2      31.655391    0.044541264       26.35058    0.043323164      36.960202    0.057729122
            2.4      35.919308    0.049278527      29.349755    0.057926945      42.488861    0.057415057
            2.6      40.793959     0.04691386      32.532399    0.052877697      49.055516    0.059247626
            2.8      44.247418    0.053926212      33.667856    0.070280546      54.826981    0.057894776
              3      30.407934    0.071256696      21.173115    0.095677025      39.642752    0.064657035
            3.2      30.407934    0.071256696      21.173115    0.095677025      39.642752    0.064657035
