#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.18305492   0.0088529455    -0.16097028     0.01382186     0.52708085   0.0078002409
           -3.8     0.34883332    0.011111509    -0.11696267    0.016102343      0.8146287    0.011224875
           -3.6     0.61228771    0.011883148  0.00071472932    0.016680896      1.2238613    0.012216163
           -3.4       1.012368    0.016489479     0.21015311    0.023589475      1.8145828    0.015477649
           -3.2       1.648609    0.014930683     0.65598901    0.019249401       2.641229     0.01924582
             -3       2.478935    0.021605981      1.2799759    0.028739836      3.6778943    0.020348173
           -2.8      3.6627924    0.019878644      2.2310573    0.025281438      5.0945269    0.021566066
           -2.6      5.0972889    0.024318907      3.4046724    0.030992856      6.7899053    0.027319588
           -2.4      6.8691988    0.023288765       4.999245    0.026799205      8.7391525    0.029619133
           -2.2      8.8444389    0.031140038      6.7435296    0.043173936      10.945348     0.03131613
             -2       11.09965    0.029963291      8.8686981    0.033547479        13.3306    0.036710042
           -1.8      13.305632    0.028339709      11.018851     0.03182292      15.592413    0.032903308
           -1.6       15.37988    0.032632308      13.017216    0.037331246      17.742543    0.036284676
           -1.4      17.186817    0.031733699      14.852587    0.034752517      19.521047    0.036305633
           -1.2      18.582967    0.031988052      16.270876    0.035264813      20.895059     0.04022301
             -1      19.611284    0.038540024      17.357909    0.043846726      21.864661    0.041647152
           -0.8      20.210286     0.03766016      18.044822    0.042028656      22.375751    0.040832679
           -0.6      20.554373    0.033407601      18.471521    0.037400447      22.637226    0.039270938
           -0.4       20.63807    0.034988746      18.595662    0.039258015      22.680478     0.04369661
           -0.2       20.68428    0.035104637      18.677655    0.035609895      22.690905    0.042466817
              0      20.681873    0.033788163       18.67955    0.034356064      22.684195    0.042925864
            0.2      20.573083    0.036198288      18.537161    0.042367227      22.609007    0.037134532
            0.4      20.485785     0.03276109      18.369901    0.036360697      22.601669    0.037663164
            0.6      20.175427    0.033621832      17.975651     0.03645619      22.375201    0.038188362
            0.8      19.559542    0.039605488      17.245535    0.050133398      21.873548    0.039811541
              1      18.505028    0.035912418      16.081772    0.058556334      20.928286    0.043266327
            1.2      17.091158    0.033391633      14.691188    0.039835381      19.491127    0.039067169
            1.4       15.33642    0.030890203      12.966523    0.034027007      17.706316    0.035795658
            1.6      13.289666    0.031548768      10.983558    0.035807898      15.595774    0.035540468
            1.8      11.145985    0.029288131      8.9259697    0.034407921      13.366001    0.034189719
              2      9.0104928    0.026415722      6.9589091    0.031684216      11.062077    0.029143437
            2.2       6.990856    0.022682404      5.1396646    0.027411213      8.8420459    0.027005643
            2.4      5.2055456    0.021095203      3.6154618    0.025573136      6.7956287    0.023817436
            2.6      3.7369444    0.024390399      2.3642748    0.030721934       5.109614    0.024512727
            2.8      2.6390705    0.016075761      1.5344166    0.020225368      3.7437246    0.017877559
              3      1.7908759     0.01937601     0.87304345    0.024369647      2.7087085    0.020396966
            3.2      1.1529794     0.01333978     0.44058137    0.018269663      1.8653766    0.015736538
            3.4     0.74988295    0.011741031     0.21821702    0.015507871      1.2815485    0.012495894
            3.6     0.45847574    0.011607564    0.048306216    0.016146572     0.86864512    0.012207767
            3.8     0.24381539    0.010465139   -0.065893253    0.014696604     0.55352415   0.0088917887
              4     0.24381539    0.010465139   -0.065893253    0.014696604     0.55352415   0.0088917887
