#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.5494394    0.016733004     0.20371777    0.025785491      0.8951609    0.015254041
           -3.8      0.7485017    0.015272747     0.34735589    0.017812594      1.1496471    0.014948701
           -3.6     0.99960864    0.016397857     0.51706743    0.019185004      1.4821485    0.016450655
           -3.4      1.3483338    0.023751349     0.75209229    0.031290731      1.9445753    0.025484502
           -3.2      1.7949801    0.020406736      1.0899325    0.024290549      2.5000283    0.020597339
             -3      2.3772936    0.020684449      1.5632779    0.022816636      3.1913097    0.030599808
           -2.8      3.0689742    0.020202186      2.1266419    0.023761036      4.0113066    0.020540347
           -2.6       3.971518    0.021418858      2.8583998    0.026667204       5.084636    0.021473843
           -2.4      5.0665359    0.020990056      3.7790781    0.025465436      6.3539923    0.021346037
           -2.2      6.4202704    0.022714932      4.9278289    0.026952317      7.9127116    0.023525938
             -2      8.0986753    0.023890943      6.3713254    0.027343454      9.8260254     0.02649915
           -1.8      10.004009      0.0257203      8.0652531    0.030880457      11.942765    0.027417256
           -1.6      12.225571    0.029035854      10.033035    0.030733324      14.418108    0.038214723
           -1.4      14.633416     0.02988603      12.234426    0.035143865      17.032405    0.037757106
           -1.2      17.174946    0.033596685      14.627174    0.044278713      19.722716    0.033722486
             -1      19.801535    0.031761629      17.146907    0.035273611      22.456163    0.037126289
           -0.8      22.244823    0.033206207      19.483909    0.036460634      25.005736    0.040947693
           -0.6      24.400954    0.040236526      21.609037    0.046141776      27.192871    0.046513485
           -0.4       25.88357    0.037266181      23.072383    0.039400983      28.694758      0.0478121
           -0.2      26.734794    0.036142574      23.951382    0.040918305      29.518208    0.043714459
              0      26.688102    0.038713217      23.829264    0.059241924      29.546942    0.047178668
            0.2      25.966439    0.033998241      23.196988    0.036794025      28.735889    0.039990028
            0.4      24.425119    0.034943581      21.599972    0.038740971      27.250264    0.047217041
            0.6      22.272967    0.032385532      19.531662    0.036046957       25.01427    0.038158466
            0.8      19.790522    0.032344411      17.116112    0.038538306      22.464934    0.036720137
              1      17.237775    0.031404292      14.663317    0.036827224      19.812233    0.037495323
            1.2      14.581287    0.029120582       12.20364    0.033281219      16.958936    0.035202515
            1.4      12.149866    0.030996224      9.9749016    0.038390708      14.324832     0.03101173
            1.6      9.9868088    0.024976798      8.0453194    0.029571406      11.928297    0.029219091
            1.8      8.0276075    0.025779398      6.2976913    0.032795751      9.7575246    0.026399372
              2      6.4356018    0.023342763      4.9193792     0.03010702      7.9518248    0.025205949
            2.2      5.0311879    0.029575454       3.713444    0.042326544      6.3489298    0.023037653
            2.4      3.9783842    0.021015007      2.8564668    0.026421747      5.1003013    0.020450401
            2.6      3.1052406    0.018579621      2.1495531    0.023737783      4.0609289    0.020455832
            2.8      2.3686008    0.017714674      1.5776347    0.020400891       3.159567    0.018381746
              3      1.8089488    0.017147305      1.1453757    0.019699768      2.4725211    0.017388045
            3.2      1.3191198    0.021150512     0.73235441    0.025282243      1.9058861    0.019623464
            3.4      1.0395294    0.023789813     0.55889384    0.025244497       1.520166    0.024118853
            3.6     0.77358389    0.015557091     0.37130423     0.01736182      1.1758636    0.015809666
            3.8     0.54698077    0.013032337     0.20462952    0.015129604     0.88933238    0.012929804
              4     0.54698077    0.013032337     0.20462952    0.015129604     0.88933238    0.012929804
