#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.045538994   0.0023107124    0.019304008   0.0027754908    0.071774045   0.0021283641
           -3.8    0.092036362   0.0034977336     0.05467898   0.0037864909     0.12939362   0.0034267425
           -3.6     0.15186563   0.0037556887    0.097063581   0.0042577288     0.20666748   0.0036723642
           -3.4     0.27229466   0.0050223088     0.19557446   0.0052552381     0.34901462   0.0051907084
           -3.2     0.42615928    0.011001403     0.31695418   0.0099571744      0.5353649    0.012495243
             -3     0.68605745   0.0097904861     0.53222585     0.01003796     0.83988853    0.010055415
           -2.8      1.0276444    0.010397573      0.8068144     0.01085365      1.2484746    0.010996544
           -2.6      1.5847315    0.017626465      1.2477649    0.017520206      1.9216977    0.019749139
           -2.4       2.356023    0.017976539       1.864906    0.018000611      2.8471408    0.019640038
           -2.2      3.4842552    0.029184478      2.7100441    0.033621591      4.2584669    0.038588502
             -2      4.9594911    0.023221768      3.8917625    0.022847443      6.0272185    0.026743642
           -1.8      7.0253009    0.024170568      5.4893518    0.026171784      8.5612485    0.026353887
           -1.6      9.7557228    0.026679811      7.6378042    0.029336936      11.873642    0.029256697
           -1.4      13.183643    0.030784471      10.418981    0.032394558      15.948306    0.037116905
           -1.2      17.099985    0.039748675      13.688953    0.051742402      20.511016    0.045106819
             -1      21.527813    0.037170328      17.621292    0.044440907      25.434332    0.043850868
           -0.8      25.949083    0.040339548      21.717403    0.048830461      30.180763    0.043819979
           -0.6      30.141241    0.042614235      25.823488    0.050970759      34.458994    0.048040489
           -0.4      33.385037    0.046727068      29.026635    0.066389293      37.743441    0.056701964
           -0.2      35.327052    0.047317416      31.157371    0.054191108      39.496733    0.053301815
              0       35.40873    0.043573183      31.228787    0.052209142      39.588674    0.048071888
            0.2      33.476432    0.049421962      29.108942    0.064423791       37.84392    0.055419434
            0.4      30.162956    0.041273048      25.802314    0.049461353      34.523596    0.046259858
            0.6      26.013495    0.044114347      21.762023     0.05777827      30.264965    0.044979195
            0.8      21.539788     0.03615751      17.598169    0.045541123      25.481407    0.043907542
              1      17.125252    0.032716041      13.763522    0.040211209      20.486982    0.038206559
            1.2      13.065899    0.028901497      10.317596    0.032965181      15.814204    0.031774634
            1.4      9.7388266    0.026231437      7.6367098    0.029491721      11.840944    0.028361962
            1.6      7.0190256    0.025073297      5.4620934    0.027016504      8.5759574    0.027887495
            1.8      4.9999306    0.028142783      3.9165027    0.028164173        6.08336    0.030933931
              2      3.4203211    0.021727329       2.685789    0.021437611      4.1548533    0.024579432
            2.2      2.3526353    0.017742434       1.869948    0.017974536      2.8353227    0.019191081
            2.4       1.569166    0.016571195       1.226623    0.020074792      1.9117082    0.015825562
            2.6      1.0377259    0.011839505     0.81499155    0.012342192      1.2604602    0.012454408
            2.8     0.68628651   0.0092772153     0.53269198    0.009873543     0.83988089   0.0095417083
              3     0.43190305   0.0065298383      0.3262025   0.0068015641     0.53760393   0.0067145369
            3.2     0.26669727   0.0057948193      0.1914269   0.0059303926     0.34196808   0.0060770734
            3.4     0.15407199   0.0033951455      0.1010265   0.0036666459     0.20711746   0.0034528485
            3.6     0.08786118   0.0032508961    0.050756501   0.0035843086     0.12496599   0.0031713671
            3.8    0.042396905   0.0021703066    0.016594961   0.0025887743    0.068198818   0.0019949196
              4    0.042396905   0.0021703066    0.016594961   0.0025887743    0.068198818   0.0019949196
