#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.8936815    0.023514147     -0.6397722    0.033389145      4.4271351    0.021429419
            0.2       2.220531    0.020771701    -0.26951556    0.028731319      4.7105773    0.021514169
            0.4      2.5253946    0.020747199    0.060391307    0.029086611      4.9903966    0.020893025
            0.6      2.8937929    0.032097576     0.39524045    0.046656089      5.3923442    0.033296783
            0.8       3.465459    0.019527999     0.92816074    0.026832659      6.0027574    0.022329644
              1      4.1639947    0.026602896      1.5054954    0.033208012      6.8224942     0.02964163
            1.2      5.2274908    0.022474495      2.3889403    0.029468064      8.0660416    0.025388554
            1.4      6.9127625    0.028351893      3.7803421    0.031718386      10.045182    0.036995866
            1.6      9.2029855    0.035108667      5.6648068    0.047467784      12.741164    0.034224967
            1.8      13.066037    0.034878125      9.0757245    0.044287833      17.056349    0.041233771
              2      19.007554     0.03914684      14.305992    0.050284586      23.709116    0.048832722
            2.2      28.791522    0.046867431      23.323682    0.057131928       34.25936    0.054013247
            2.4      44.824622    0.056354692      38.308839      0.0681012      51.340408    0.062090956
            2.6      70.305714    0.065020529      62.589977    0.085378515      78.021451    0.073863185
            2.8      106.60152    0.074174546      97.868224    0.080922333      115.33483    0.082681163
              3      96.022017    0.068151353      89.400186    0.071494257      102.64385    0.081262718
            3.2      96.022017    0.068151353      89.400186    0.071494257      102.64385    0.081262718
