#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8889453    0.015885814      3.6221663    0.017634418      4.1557233    0.016106387
            0.2      10.671951    0.025613872      9.9034873     0.02878378      11.440416    0.027115671
            0.4      15.421858    0.030985276      14.169944    0.035192984      16.673773    0.032779513
            0.6      18.391588    0.034549608      16.784838    0.038751058      19.998339    0.036620052
            0.8      20.052721    0.035280983       18.04804    0.040333591      22.057399    0.039023982
              1      20.905137    0.037339898      18.665713    0.043800275      23.144561    0.038859857
            1.2      21.692505    0.039220527      19.149805    0.045456307      24.235204     0.04394795
            1.4        22.5085    0.036162965      19.703231    0.040474815      25.313769     0.04143518
            1.6      23.633506    0.037531579      20.457365    0.043444917      26.809649     0.04567226
            1.8      25.247505     0.04300332       21.67401    0.050769848         28.821     0.04585843
              2      27.475586    0.039569812      23.354107    0.040311883      31.597065    0.049693687
            2.2      30.535882    0.042294994      25.557154     0.04176826      35.514611    0.054649896
            2.4      34.389273    0.045584079       28.35059    0.045238038      40.427958    0.062325821
            2.6      38.887442    0.047231939      31.389132    0.050521881      46.385751     0.06459431
            2.8      43.251597    0.048877684      33.816881    0.069147327      52.686312    0.062551941
              3      40.076768    0.066297064      29.568906    0.090711045      50.584628    0.061192101
            3.2      12.343947    0.048949395      8.9134875    0.066131138      15.774407    0.042093782
            3.4      4.4312793     0.02514804      3.1895538    0.033669548      5.6730056    0.024619518
            3.6      1.8465747    0.019967452      1.3301758    0.024458345      2.3629739    0.017711038
            3.8     0.81105167    0.013067057      0.5828425    0.016673453        1.03926     0.01121526
              4     0.36651294   0.0099477445     0.25786114      0.0138776      0.4751651   0.0080111804
            4.2      0.1535454    0.009789864     0.09321703    0.020815062     0.21387411    0.007484141
            4.4    0.082018052   0.0043095777    0.063609242   0.0049142882     0.10042686   0.0040748902
            4.6    0.031469843   0.0026787004    0.019922775   0.0037430243    0.043016808   0.0020417997
            4.8    0.016828113   0.0021953743    0.012641047   0.0025237368    0.021015179   0.0019670853
              5    0.016828113   0.0021953743    0.012641047   0.0025237368    0.021015179   0.0019670853
