#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.58526448   0.0070911602     0.41763741    0.007914457     0.75289137   0.0070536816
            0.2      1.2745742    0.012132799     0.66168221    0.014108596      1.8874661    0.012391767
            0.4      1.7513843    0.016753894     0.63377961    0.020763945      2.8689881    0.016604684
            0.6      2.1452255    0.018024011     0.50468226    0.023681847      3.7857685    0.018696695
            0.8      2.6079373     0.01980749     0.50474283    0.026356881      4.7111315    0.021169589
              1      3.1608991    0.031707494     0.62889404    0.045365818      5.6929039     0.02924383
            1.2       3.997038    0.022608503      1.1445255    0.032379218      6.8495503    0.023821539
            1.4      5.3709858    0.027333179      2.1509992    0.032650773      8.5909727    0.034989579
            1.6      7.2134943     0.03114802      3.6545298    0.041360394      10.772458    0.032567618
            1.8      10.126606    0.036122144      6.1578495    0.049756277      14.095362    0.034484983
              2      14.727631     0.03440676      10.189058    0.044641095      19.266205     0.04195207
            2.2      22.196012    0.043491856      17.000465     0.05871398      27.391554     0.05406675
            2.4      34.377138    0.050149279      28.282747    0.062462406      40.471531    0.058318941
            2.6       54.27038    0.056639918      47.060508    0.079559429      61.480256     0.06531171
            2.8       84.33437    0.063584472      76.079341    0.073457215        92.5894    0.070306563
              3      104.68692    0.066976562      96.135041    0.072719146       113.2388    0.080238993
            3.2      37.524183    0.049165189      33.692864    0.052331987      41.355503    0.055648397
            3.4      14.675975    0.040411773      13.050998    0.038155293      16.300952    0.045272723
            3.6      6.4476286    0.030341191       5.738877    0.028846431      7.1563802    0.033759197
            3.8      2.9745966    0.020774847      2.6501965    0.020785274      3.2989971     0.02169025
              4      1.4191743    0.017737463       1.255157    0.017173382      1.5831915    0.018912351
            4.2     0.67353148   0.0094863985     0.59523171    0.009878052     0.75183159   0.0095466902
            4.4     0.31674857   0.0062581465     0.27445647   0.0066268632     0.35904036   0.0061679295
            4.6     0.15234564   0.0049892477     0.12935143   0.0053381392     0.17533983   0.0048430604
            4.8     0.06497835   0.0024512127    0.053799881   0.0027004002    0.076156816   0.0023392442
              5     0.06497835   0.0024512127    0.053799881   0.0027004002    0.076156816   0.0023392442
