#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.5451113    0.012305837      2.3862762    0.012542072      2.7039457    0.014029009
            0.2      7.1858277    0.019356924      6.7236008    0.021100825      7.6480547      0.0213781
            0.4      10.914572    0.024080221      10.185939    0.025992946      11.643203    0.025616746
            0.6      13.807792    0.026823872      12.766143    0.028920071       14.84944    0.029223704
            0.8      15.973082     0.03009817        14.6294    0.033477923      17.316762    0.033024517
              1      17.720944    0.031994415      16.072629    0.035829191      19.369258    0.035874197
            1.2      19.257567    0.035689753      17.324385     0.04135429       21.19075    0.038191336
            1.4      20.781956    0.038703571      18.512853    0.045259684       23.05106     0.04093166
            1.6      22.515052    0.038273019      19.854263    0.040124253      25.175841    0.045634331
            1.8      24.433423    0.036894657       21.31379    0.040220627      27.553058    0.043371175
              2      26.998298    0.039823845      23.300802    0.042976348      30.695793    0.048133672
            2.2      30.168941    0.042662086       25.67562    0.045326214      34.662262    0.053425302
            2.4      34.051337    0.045548535      28.505543    0.045460909      39.597132    0.061912014
            2.6      38.713268    0.045836495      31.792438    0.050036519      45.634098    0.062262649
            2.8      43.414383    0.048804377      34.694535     0.05779942      52.134235    0.058103891
              3      41.985473    0.065623243      31.800363    0.095957429      52.170583    0.065492525
            3.2      19.514451    0.049291422      14.594504    0.066962523      24.434396    0.046507647
            3.4      10.440383    0.031600073      7.6779378      0.0389979      13.202828    0.034609836
            3.6      6.1247078    0.026733747      4.3651266    0.035112874      7.8842891    0.025411194
            3.8      3.8171028     0.02139708      2.6181581    0.027269541      5.0160466    0.023697234
              4      2.4017701    0.019084883      1.5691606    0.024348958      3.2343798    0.020393097
            4.2      1.5298077     0.02235713     0.95262219    0.024950758      2.1069939    0.022247079
            4.4     0.99167847    0.013525872     0.58563945    0.016226945      1.3977174    0.013540091
            4.6     0.63378987    0.015786053     0.32939495    0.020161632     0.93818448    0.014020057
            4.8     0.41634914    0.013163379     0.19847463    0.016589726      0.6342232    0.011331111
              5     0.41634914    0.013163379     0.19847463    0.016589726      0.6342232    0.011331111
