#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      0.2661137   0.0044724849     0.19210505   0.0033068879     0.37862812   0.0062103259
            0.2     0.73020969   0.0083318962     0.52579577   0.0061992208      1.0416977    0.011486819
            0.4      1.1654524    0.010319507     0.83756004   0.0076770755      1.6659807    0.014232121
            0.6      1.5966302    0.011387424      1.1440132   0.0084623409      2.2893368    0.015724042
            0.8      2.0281347    0.012915776      1.4489929   0.0095967612      2.9167251    0.017842748
              1      2.5617225    0.015354112      1.8270985    0.011410048      3.6905823    0.021208003
            1.2      3.3430102     0.01872129      2.3843393    0.014255591       4.816341    0.025197862
            1.4      4.4323888    0.023622441      3.1585338    0.017742005      6.3917054    0.032255384
            1.6      5.9852314    0.027762742      4.2641356     0.02069427      8.6331621    0.038196617
            1.8      8.4599071    0.026122381       6.028508    0.019366651      12.200348    0.036183387
              2      12.413146    0.028017629      8.8516748    0.020635008       17.88958    0.039089107
            2.2      18.925637    0.040007585      13.502335    0.029431133      27.262391    0.055866681
            2.4      29.801611    0.046122344      21.271467    0.034127736      42.911092    0.064066753
            2.6      47.965686    0.050650647      34.252866    0.037047861      69.035294    0.071204376
            2.8      76.254682     0.06319848       54.45544    0.046435492      109.75748    0.088514753
              3      98.187185    0.064069185      70.073751    0.046517399       141.4381    0.090803836
            3.2      44.599254    0.049322167      31.669234    0.035706254      64.614973    0.070147363
            3.4      23.081347    0.041640419      16.299189    0.030246748      33.650462    0.059052569
            3.6      13.402499    0.033810301        9.41733    0.024410641      19.650084    0.048284658
            3.8      8.1671648     0.03323156      5.7073744    0.024024599      12.047487     0.04737412
              4      5.1081731    0.028557904      3.5503535    0.020440966      7.5806314     0.04117269
            4.2      3.2342449    0.026430239      2.2368426    0.018804188      4.8260445    0.038348266
            4.4      2.0617357     0.03257765      1.4175079    0.023227737      3.0961303    0.047141108
            4.6       1.300056    0.022493328     0.88830206    0.016058923      1.9652937    0.032545709
            4.8     0.83885908    0.019517211     0.56892528    0.013933699      1.2778937    0.028279046
              5     0.83885908    0.019517211     0.56892528    0.013933699      1.2778937    0.028279046
