# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      114.91077    0.090838325        81.8237     0.06673159      165.92388     0.12718095
            3.2      129.49675    0.088479285      92.333193    0.065077898      186.71283     0.12375839
            3.4       65.55081    0.062499679      46.693556    0.045356414       94.62037    0.088648469
            3.6      37.290336    0.051849759      26.507855    0.037976458       53.95604    0.072985738
            3.8      22.263604    0.038626751      15.793606    0.027889368       32.29046    0.055107348
              4      13.947123    0.033877434      9.8738045    0.024576527      20.275845    0.048115848
            4.2      9.2280269    0.025201762      6.5250658    0.018031197      13.434953    0.036337035
            4.4      6.2937356    0.021805681      4.4436676    0.015668259      9.1785162    0.031303793
            4.6      4.4624207    0.021094421       3.147669    0.014966034      6.5153772    0.030733941
            4.8      3.2282568    0.016398586      2.2760259    0.011651639      4.7162318    0.023826135
              5      3.2282568    0.016398586      2.2760259    0.011651639      4.7162318    0.023826135
