#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.5494394    0.016733004     0.37278217    0.012038987     0.83633003    0.024035544
           -3.8      0.7485017    0.015272747       0.512014    0.011165441      1.1295669    0.021551068
           -3.6     0.99960864    0.016397857      0.6863163    0.011705896      1.5024958    0.023716319
           -3.4      1.3483338    0.023751349     0.92968565    0.017304205      2.0172757     0.03361231
           -3.2      1.7949801    0.020406736      1.2433504    0.014723386      2.6724058    0.029170659
             -3      2.3772936    0.020684449       1.655533    0.014893059      3.5191191    0.029619924
           -2.8      3.0689742    0.020202186      2.1429828     0.01460728      4.5294714    0.028811577
           -2.6       3.971518    0.021418858      2.7836339    0.015597775      5.8374161    0.030294468
           -2.4      5.0665359    0.020990056      3.5624047    0.015253575      7.4207473    0.029763709
           -2.2      6.4202704    0.022714932      4.5261214    0.016533289      9.3761811    0.032152781
             -2      8.0986753    0.023890943      5.7252387    0.017335733      11.790459     0.03390613
           -1.8      10.004009      0.0257203      7.0891732    0.018727171      14.525111    0.036367637
           -1.6      12.225571    0.029035854      8.6846737    0.021226284      17.702318    0.040864002
           -1.4      14.633416     0.02988603      10.412075    0.021831535      21.149349    0.042104571
           -1.2      17.174946    0.033596685      12.241041    0.024664818      24.775312    0.047054886
             -1      19.801535    0.031761629      14.133666     0.02309583      28.517183    0.044926177
           -0.8      22.244823    0.033206207      15.897279    0.024173659      31.990955    0.046910504
           -0.6      24.400954    0.040236526      17.454439    0.029717019      35.054742     0.05598316
           -0.4       25.88357    0.037266181      18.526493    0.027310421      37.158504    0.052280543
           -0.2      26.734794    0.036142574       19.14256    0.026357859      38.365129    0.050951998
              0      26.688102    0.038713217      19.107087    0.028412118       38.30259    0.054220538
            0.2      25.966439    0.033998241      18.585889    0.024661065      37.277136    0.048192748
            0.4      24.425119    0.034943581      17.473769     0.02551541      35.085445    0.049210693
            0.6      22.272967    0.032385532      15.917086       0.023513      32.032113    0.045876058
            0.8      19.790522    0.032344411      14.126112     0.02357123      28.500472    0.045646434
              1      17.237775    0.031404292      12.286766    0.023128137      24.863915    0.043908952
            1.2      14.581287    0.029120582       10.37694    0.021196552      21.069934    0.041164996
            1.4      12.149866    0.030996224      8.6254585    0.023270474      17.604064     0.04254112
            1.6      9.9868088    0.024976798      7.0773941    0.018119911      14.499363    0.035445469
            1.8      8.0276075    0.025779398      5.6741858    0.018803832      11.688593    0.036374709
              2      6.4356018    0.023342763      4.5381584    0.016936025      9.3956895    0.033136275
            2.2      5.0311879    0.029575454      3.5358414    0.021656096      7.3726687    0.041542381
            2.4      3.9783842    0.021015007      2.7883292    0.015237244      5.8476488    0.029863571
            2.6      3.1052406    0.018579621      2.1695431    0.013457384      4.5801345    0.026447149
            2.8      2.3686008    0.017714674      1.6485906    0.012725326      3.5083388    0.025442728
              3      1.8089488    0.017147305      1.2547308    0.012326527      2.6894254    0.024610585
            3.2      1.3191198    0.021150512     0.90800726    0.015263256      1.9770108      0.0302113
            3.4      1.0395294    0.023789813       0.714937    0.016961149      1.5597988    0.034400697
            3.6     0.77358389    0.015557091     0.52947023    0.011095137      1.1668208    0.022532494
            3.8     0.54698077    0.013032337     0.37150568   0.0093235571      0.8315328    0.018816997
              4     0.54698077    0.013032337     0.37150568   0.0093235571      0.8315328    0.018816997
